genres,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,popularity,duration_min,collab,key,mode,explicit,available_markets,tempo,loudness
experimental rock,0.5111666666666667,0.6656666666666667,0.07507222222222222,0.1987777777777778,0.1819098111111111,0.24040000000000006,0.6948888888888891,0.4994444444444446,5.222222222222221,0.5555555555555556,9,1,0,1.0,6,5
instrumental rock,0.5111666666666667,0.6656666666666667,0.07507222222222222,0.1987777777777778,0.1819098111111111,0.24040000000000006,0.6948888888888891,0.4994444444444446,5.222222222222221,0.5555555555555556,9,1,0,1.0,6,5
experimental,0.5111666666666667,0.6656666666666667,0.07507222222222222,0.1987777777777778,0.1819098111111111,0.24040000000000006,0.6948888888888891,0.4994444444444446,5.222222222222221,0.5555555555555556,9,1,0,1.0,6,5
jazz rock,0.5111666666666667,0.6656666666666667,0.07507222222222222,0.1987777777777778,0.1819098111111111,0.24040000000000006,0.6948888888888891,0.4994444444444446,5.222222222222221,0.5555555555555556,9,1,0,1.0,6,5
country road,0.5840526315789475,0.3530526315789474,0.034084210526315786,0.8294210526315787,0.00018611578947368422,0.1837315789473684,0.7157368421052631,0.4989473684210526,3.0,0.5789473684210527,7,1,0,1.0,8,5
country,0.5840526315789475,0.3530526315789474,0.034084210526315786,0.8294210526315787,0.00018611578947368422,0.1837315789473684,0.7157368421052631,0.4989473684210526,3.0,0.5789473684210527,7,1,0,1.0,8,5
p funk,0.5253157894736842,0.6966315789473684,0.0781578947368421,0.3041978947368421,0.13581052631578944,0.2533368421052632,0.586,0.4973684210526314,5.105263157894737,0.5263157894736842,1,0,0,1.0,7,5
pub rock,0.6035294117647061,0.453764705882353,0.045811764705882364,0.3266000000000001,0.0003718517647058823,0.17834117647058825,0.5520588235294117,0.4941176470588236,3.294117647058824,0.5882352941176471,1,1,0,1.0,7,5
power pop,0.6035294117647061,0.453764705882353,0.045811764705882364,0.3266000000000001,0.0003718517647058823,0.17834117647058825,0.5520588235294117,0.4941176470588236,3.294117647058824,0.5882352941176471,1,1,0,1.0,7,5
chicago soul,0.5852999999999999,0.64345,0.061455,0.39814000000000005,0.033188669500000004,0.182465,0.763,0.482,4.15,0.5,11,1,0,1.0,7,5
brill building pop,0.5515956656346749,0.5537608187134504,0.045571465428276565,0.5284404059167526,0.07945260872273821,0.19899155830753354,0.7244647058823529,0.4617726178190575,2.6620915032679737,0.5063639490884073,7,1,0,1.0,6,5
new orleans blues,0.5792000000000002,0.621,0.04405999999999999,0.5606,0.09079418,0.10810999999999996,0.8835,0.4590000000000001,2.3,0.5,11,1,0,1.0,6,5
louisiana blues,0.5792000000000002,0.621,0.04405999999999999,0.5606,0.09079418,0.10810999999999996,0.8835,0.4590000000000001,2.3,0.5,11,1,0,1.0,6,5
doo-wop,0.5682499999999999,0.49615,0.04546000000000001,0.5352800000000001,0.0010302925,0.203015,0.7131000000000001,0.4575,2.45,0.5,7,1,0,1.0,7,5
instrumental funk,0.6757,0.36825,0.04442,0.3826850000000001,0.7231,0.13607000000000002,0.6593999999999999,0.45399999999999996,3.5,0.5,10,1,0,1.0,6,5
instrumental soul,0.6757,0.36825,0.04442,0.3826850000000001,0.7231,0.13607000000000002,0.6593999999999999,0.45399999999999996,3.5,0.5,10,1,0,1.0,6,5
chicago blues,0.5880292397660819,0.5108456558061824,0.06642068922305765,0.5356608479532163,0.009645541250626567,0.21299804511278195,0.6958278195488722,0.4526775271512114,3.2538011695906435,0.5333751044277361,9,1,0,1.0,6,5
blues,0.5880292397660819,0.5108456558061824,0.06642068922305765,0.5356608479532163,0.009645541250626567,0.21299804511278195,0.6958278195488722,0.4526775271512114,3.2538011695906435,0.5333751044277361,9,1,0,1.0,6,5
traditional blues,0.5880292397660819,0.5108456558061824,0.06642068922305765,0.5356608479532164,0.009645541250626565,0.2129980451127819,0.6958278195488722,0.4526775271512114,3.2538011695906435,0.5333751044277361,9,1,0,1.0,6,5
garage rock,0.4319,0.8048,0.04696999999999999,0.08024970000000001,0.34975399999999995,0.2012,0.5231999999999999,0.451,4.1,0.5,2,1,0,1.0,7,5
punk blues,0.4319,0.8048,0.04696999999999999,0.08024970000000001,0.34975399999999995,0.2012,0.5231999999999999,0.451,4.1,0.5,2,1,0,1.0,7,5
acoustic blues,0.5609999999999999,0.4653500000000001,0.062034999999999986,0.611965,0.003020523,0.17493999999999998,0.7081,0.445,3.2,0.55,9,1,0,1.0,6,5
delta blues,0.5609999999999999,0.4653500000000001,0.062034999999999986,0.611965,0.003020523,0.17493999999999998,0.7081,0.445,3.2,0.55,9,1,0,1.0,6,5
harmonica blues,0.5609999999999999,0.4653500000000001,0.062034999999999986,0.611965,0.003020523,0.17493999999999998,0.7081,0.445,3.2,0.55,9,1,0,1.0,6,5
memphis blues,0.5609999999999999,0.4653500000000001,0.062034999999999986,0.611965,0.003020523,0.17493999999999998,0.7081,0.445,3.2,0.55,9,1,0,1.0,6,5
british blues,0.4232,0.644,0.0526,0.190282,0.23089401699999995,0.11461,0.55,0.443,2.6,0.5,0,1,0,1.0,7,5
classic girl group,0.5632,0.5924,0.04881,0.4499400000000001,0.0006847494999999999,0.26276,0.7017500000000001,0.42950000000000005,2.65,0.5,7,1,0,1.0,7,5
alternative country,0.531,0.4344736842105264,0.026963157894736845,0.4424105263157895,0.00019265263157894742,0.13577894736842105,0.4937894736842105,0.4173684210526316,4.2105263157894735,0.5263157894736842,10,1,0,1.0,6,5
rhythm and blues,0.6001442105263158,0.5789126315789475,0.05357084210526316,0.5430808421052632,0.01921470057894737,0.21173568421052633,0.7531052631578946,0.41116842105263157,2.758947368421053,0.5052631578947369,9,1,0,1.0,7,5
swing,0.6684,0.5368,0.06346,0.7335,4.302e-05,0.23503,0.7466000000000002,0.3170000000000001,3.1,0.5,9,0,0,1.0,4,5
