,acousticness,artists,danceability,duration_min,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,genres
3103,0.9940000000000001,['Ahmad Jamal'],0.51,3,0.121,0,6nOxUb76M9NsCMPoJAKKtu,0.9129999999999999,3,0.17300000000000001,4,1,Aki And Ukthay,0.23,1951,0.0372,4,0.245,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3104,0.98,['Ahmad Jamal'],0.542,3,0.331,0,6dOaW0DmuORFSRjh6klBtj,0.899,5,0.10400000000000001,4,1,A Gal In Calico,0.22,1951,0.0407,5,0.7140000000000001,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3105,0.907,['Flatt & Scruggs'],0.624,3,0.23399999999999999,0,09tSut5TyAFiAYSg38gjXE,3.48e-06,8,0.149,5,1,I'm Working On a Road,0.19,1951,0.031,5,0.8109999999999999,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
3106,0.991,['Ahmad Jamal'],0.69,3,0.16399999999999998,0,4L54VoCRj9KvTZzwSqbRnF,0.8859999999999999,5,0.129,4,0,It's Easy To Remember,0.22,1951,0.0451,4,0.579,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3107,0.807,['Thelonious Monk'],0.612,3,0.6559999999999999,0,4oGruUJSJ1r10pOxGNlGd5,0.0179,3,0.0882,5,1,Humph - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,0.23,1951,0.0801,7,0.604,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3108,0.98,['Ahmad Jamal'],0.659,3,0.21899999999999997,0,5ljPENfofe34cp7fnqmE4j,0.894,8,0.10800000000000001,4,1,They Can't Take That Away from Me,0.25,1951,0.0434,4,0.569,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3109,0.838,['Thelonious Monk'],0.48,3,0.325,0,14fCc1FZ53mvvJD1uM04XI,0.00022,0,0.20600000000000002,5,1,April In Paris - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,0.23,1951,0.0423,6,0.396,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3110,0.9640000000000001,['Les Paul'],0.732,3,0.483,0,3GcHM9bxBWnCsjfJoQMPry,0.7979999999999999,1,0.0874,5,1,I'm Forever Blowing Bubbles,0.2,1951-01-01,0.049,5,0.644,['space age pop']
3111,0.6459999999999999,['Flatt & Scruggs'],0.66,2,0.42200000000000004,0,4qmerIW1B59u6OZynIlbVU,1.66e-05,2,0.125,5,1,Pearl Pearl Pearl,0.17,1951,0.0274,5,0.84,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
3112,0.764,"['Les Paul', 'Mary Ford']",0.44799999999999995,3,0.135,0,5WKlrcfuJc9y74sfdrqPJG,0.0281,11,0.191,4,0,I'm Confessin' (That I Love You),0.2,1951-01-01,0.0286,4,0.31,[]
3113,0.19399999999999998,['Flatt & Scruggs'],0.544,2,0.5379999999999999,0,0txfcNqfEvdOxk9Ue35220,0.00014199999999999998,9,0.392,5,1,The Ballad of Jed Clampett,0.16,1951,0.035,7,0.9470000000000001,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
3114,0.879,['Louis Prima'],0.6940000000000001,2,0.365,0,4uWOOyWwhkYAchf4WFuiTT,0.0,5,0.196,5,1,Shake Hands with Santa Claus - Mono Recording,0.2,1951,0.0495,7,0.8590000000000001,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
3115,0.963,['Dean Martin'],0.415,3,0.19699999999999998,0,1H7pidbk9KdmLMX0qOdeak,0.0226,10,0.275,5,1,I'll Always Love You (Day After Day),0.22,1951,0.0333,6,0.28,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
3116,0.23600000000000002,['Ouija Macc'],0.81,4,0.621,1,0CCOZO3DkKS9gxbeDHzZ30,0.0,10,0.187,5,0,Dead Body Man III,0.16,1951-12-25,0.395,7,0.19899999999999998,[]
3117,0.805,['Thelonious Monk'],0.599,3,0.765,0,6kCROmA5jf1FpZCCrY2oYd,0.0416,5,0.304,6,0,Evonce - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,0.22,1951,0.07200000000000001,5,0.857,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3118,0.745,['Thelonious Monk'],0.71,3,0.45399999999999996,0,0oHzgyn4yBy6ld5SaoV4ZL,0.00214,10,0.0741,5,1,Thelonious - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,0.22,1951,0.0314,5,0.257,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3119,0.648,['Thelonious Monk'],0.423,3,0.469,0,2FTD2fNEz1anEwBzzV1bqt,0.00035,1,0.157,5,1,Well You Needn't - Remastered,0.21,1951,0.0359,9,0.523,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3120,0.9570000000000001,['Ava Gardner'],0.16399999999999998,3,0.0319,0,5Ce4hw2i3eUmocwMG0NyTZ,3.3600000000000004e-05,8,0.0805,4,1,Can't Help Lovin' Dat Man,0.2,1951-09-24,0.0363,4,0.125,['vintage hollywood']
3121,0.948,['William Warfield'],0.26,4,0.152,0,2VbBNlbt8h3qlp1RQtWyNu,1.7e-05,0,0.542,4,1,Ol' Man River,0.19,1951-09-24,0.0407,5,0.183,[]
3122,0.86,['Bud Powell'],0.354,3,0.509,0,6lXR3PACCDdF0CY7jzTgtd,0.642,5,0.321,5,0,"So Sorry, Please",0.22,1951-01-01,0.0308,9,0.8390000000000001,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3123,0.6920000000000001,['Flatt & Scruggs'],0.5479999999999999,3,0.313,0,7hgQZKsEjshzKJOnoJhTXj,1.34e-05,10,0.23800000000000002,5,1,Angel Band,0.16,1951,0.0274,5,0.6709999999999999,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
3124,0.9229999999999999,['Thelonious Monk'],0.408,3,0.239,0,00hoJAeDBiFd9SPBfw6rqI,0.809,0,0.129,5,1,Monk's Mood - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,0.21,1951,0.0313,7,0.16899999999999998,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3125,0.777,['José Alfredo Jimenez'],0.575,3,0.46399999999999997,0,23KJkJRwOABYbefOVac0I8,0.0,0,0.172,5,1,Tu Enamorado,0.15,1951,0.0503,7,0.846,"['bolero', 'grupera', 'mariachi', 'ranchera']"
3126,0.449,['Flatt & Scruggs'],0.5429999999999999,2,0.5489999999999999,0,2nIzRF7IRPAQpsPo5E09yQ,0.0,3,0.369,5,1,When the Angels Carry Me Home,0.16,1951,0.0371,7,0.8420000000000001,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
3127,0.769,"['Louis Prima', 'Keely Smith']",0.519,3,0.537,0,1TDIAHBEvurNCb2D2fvMzr,0.0,5,0.425,5,0,One Mint Julep,0.17,1951,0.0483,6,0.682,[]
3128,0.7440000000000001,['Thelonious Monk'],0.588,3,0.63,0,5mxJNpzEr76NQKDmKt6pKr,0.00314,0,0.28300000000000003,5,0,Suburban Eyes - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,0.2,1951,0.0496,6,0.6990000000000001,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3129,0.599,['Thelonious Monk'],0.642,3,0.584,0,23EHe5LvkELsGHr1INOATb,0.0451,10,0.29600000000000004,5,0,Nice Work If You Can Get It - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,0.2,1951,0.0266,5,0.89,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3130,0.93,['Dean Martin'],0.505,3,0.226,0,3sIjNokkuQBn7Rhs6AWefS,0.0,4,0.0709,5,0,(Ma Come Bali) Bella Bimba,0.2,1951,0.0461,9,0.782,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
3131,0.972,['Ahmad Jamal'],0.5670000000000001,3,0.125,0,4A8sEIQYm5FCOY7Bbtjfk1,0.9009999999999999,10,0.0946,4,1,Black Beauty,0.19,1951,0.0593,4,0.183,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3132,0.40700000000000003,['Dizzy Gillespie'],0.59,3,0.485,0,7y0S5sdeAFKcQnhZSM7EcP,3.28e-06,6,0.163,5,1,School Days,0.21,1951-01-01,0.0567,7,0.816,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'latin jazz', 'soul jazz', 'stride', 'swing', 'vocal jazz']"
3133,0.9740000000000001,['Duke Ellington'],0.294,15,0.154,0,06ZRWjFN3GQeMjCR8KCJ3a,0.157,10,0.0759,5,1,Mood Indigo,0.2,1951,0.036000000000000004,4,0.13,"['adult standards', 'bebop', 'big band', 'cool jazz', 'jazz', 'jazz piano', 'lounge', 'swing', 'vocal jazz']"
3134,0.958,['Ahmad Jamal'],0.664,4,0.188,0,1GphOaI9KrwPKyK6UNEaZX,0.9009999999999999,2,0.0926,4,1,Perfidia,0.2,1951,0.0663,4,0.425,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3135,0.882,['Gene Kelly'],0.29,3,0.138,0,3ZD3FiBTl6KGjszsu9QQvY,5.28e-06,2,0.0766,5,0,I've Got A Crush On You - Outtake,0.19,1951-11-11,0.0358,5,0.34600000000000003,"['adult standards', 'lounge', 'movie tunes', 'vintage hollywood']"
3136,0.76,['Thelonious Monk'],0.61,3,0.637,0,5T0ok4NXdoObPuAz4RIoRo,0.0052,0,0.423,5,0,Evonce - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,0.2,1951,0.107,5,0.8029999999999999,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3137,0.7659999999999999,['Tadd Dameron Sextet'],0.59,3,0.493,0,6dhRmAWuz4yzAos0bgjxIA,0.0102,5,0.243,5,1,The Squirrel,0.16,1951-01-01,0.0464,5,0.603,[]
3138,0.847,['Flatt & Scruggs'],0.601,3,0.275,0,7jlTykaYnq3yz4drgNsXn0,0.00979,2,0.10800000000000001,4,1,You Are My Flower,0.14,1951,0.0319,4,0.71,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
3139,0.762,['Thelonious Monk'],0.586,3,0.597,0,11SxBM57R8t3mFJXj7d7JK,0.0417,0,0.225,5,0,Suburban Eyes - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,0.19,1951,0.045,6,0.624,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3140,0.851,['Thelonious Monk'],0.34700000000000003,3,0.395,0,1xM2gUA52FCOdrk6T9eG3W,0.0,2,0.326,5,1,Off Minor - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,0.19,1951,0.0399,9,0.257,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3141,0.8009999999999999,['Thelonious Monk'],0.45299999999999996,3,0.737,0,4uLbCpDKD0yVHjJ1rj7ari,0.0395,5,0.318,5,0,In Walked Bud - Rudy Van Gelder Edition / Remastered 1998,0.19,1951,0.0588,9,0.618,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3142,0.777,['Thelonious Monk'],0.395,3,0.539,0,4vMuR33hVaIij9vRIg2aBL,0.00366,0,0.151,5,1,Well You Needn't - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,0.19,1951,0.0416,9,0.568,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3143,0.733,"['Lester Flatt', 'Earl Scruggs']",0.583,3,0.423,0,2SKw3S034bZVXCUHffzbpf,5.12e-06,8,0.36,5,1,The Old Fashioned Preacher,0.15,1951,0.0312,5,0.9470000000000001,['bluegrass gospel']
3144,0.81,['Thelonious Monk'],0.48200000000000004,3,0.355,0,1FZgjaaOvlNmDVHt4AvB0s,4.24e-05,9,0.129,5,1,Introspection - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,0.19,1951,0.0455,4,0.145,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3145,0.778,['The McGhee-Navarro Boptet'],0.528,6,0.607,0,1XfE7nr57Mo4kPLjWyX4aM,0.0593,7,0.126,5,0,Double Talk,0.18,1951-01-01,0.0392,6,0.87,[]
3146,0.713,['Dean Martin'],0.718,2,0.54,0,3b334bwwG6wGoIDoUx09bY,0.0,3,0.205,5,1,Go Go Go Go,0.18,1951,0.0814,7,0.919,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
3147,0.635,['Thelonious Monk'],0.6509999999999999,3,0.563,0,0EXNPgSbK6SMdcizp2WA9i,0.182,10,0.354,5,0,Nice Work If You Can Get It - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,0.18,1951,0.0332,5,0.726,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3148,0.948,['Thelonious Monk'],0.557,3,0.22,0,24DSoKTwcWc3U7eEW9rmRA,0.42100000000000004,8,0.21100000000000002,5,1,Ruby My Dear - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,0.18,1951,0.0359,7,0.174,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3149,0.624,['Flatt & Scruggs'],0.45399999999999996,3,0.461,0,4V2pc3VOINolRZiBTck5p9,6.64e-06,7,0.33799999999999997,5,1,"Brother, I'm Getting Ready to Go",0.14,1951,0.0334,7,0.544,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
3150,0.603,['Thelonious Monk'],0.623,3,0.85,0,4pSr4ktE1m9GINTwpYLGqz,0.733,2,0.162,5,0,Who Knows? - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,0.19,1951,0.0975,6,0.696,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
3151,0.889,['Ahmad Jamal'],0.693,3,0.27,0,4yQaFO4scexwhrYBFDahwE,0.895,7,0.098,4,0,Autumn Leaves,0.17,1951,0.0489,7,0.705,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
3152,0.8,['José Alfredo Jimenez'],0.402,2,0.40299999999999997,0,5UeFwuQKiReaDU1CFZeTie,0.000194,7,0.102,5,1,Alma de Acero,0.12,1951,0.0356,8,0.653,"['bolero', 'grupera', 'mariachi', 'ranchera']"
