genres,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,label
deep groove house,0.11925465032679736,0.6669947089947089,0.7200624961095549,0.1204706647432306,0.15991257080610022,0.055266037970743864,0.4745177715530657,2
deep house,0.1480543119047619,0.7470709523809523,0.6677428571428572,0.2718286505238095,0.14755204761904764,0.06705509523809522,0.6033566666666667,2
deep idm,0.3534566666666667,0.6055,0.4869999999999999,0.9051666666666668,0.15516666666666667,0.04833333333333334,0.40491666666666665,0
deep indian pop,0.6038697175275998,0.6365119462995776,0.4392627118259052,0.09378819504431876,0.18001451796828855,0.08834784448684747,0.6266414565444551,4
deep indie singer-songwriter,0.00374,0.436,0.922,0.000413,0.253,0.0627,0.0928,9
deep latin alternative,0.473,0.562,0.217,0.0,0.205,0.034,0.691,4
deep latin christian,0.5056666666666666,0.5027222222222223,0.4673333333333334,0.0031154866666666665,0.2783555555555556,0.03691666666666667,0.381,8
deep melodic euro house,0.5720000000000001,0.6063333333333333,0.5386666666666667,0.02624,0.17833333333333334,0.06006666666666668,0.5856666666666667,4
deep melodic metalcore,0.0025399999999999997,0.53,0.907,3.91e-05,0.1,0.0589,0.264,9
deep minimal techno,0.00283555,0.80725,0.71225,0.8647499999999999,0.102725,0.104525,0.5885,0
deep motown,0.4426333333333333,0.5496666666666666,0.5436666666666666,0.12950034500000002,0.2781666666666667,0.03376666666666667,0.8241666666666667,4
deep new americana,0.4374739962736207,0.5463133610481227,0.5387490110859158,0.0435292767568657,0.16544596245905768,0.04889449609473421,0.4839351814058958,3
deep new wave,0.014736666666666669,0.6658333333333334,0.6931666666666666,0.05998522166666667,0.18523333333333336,0.04693333333333333,0.7595000000000001,2
deep norteno,0.28816037037037034,0.6905731481481482,0.6976699074074073,0.04773678162037038,0.12596083333333336,0.04672893518518519,0.8024203703703704,2
deep northern soul,0.966,0.22399999999999998,0.204,4.45e-06,0.14300000000000002,0.0339,0.21899999999999997,5
deep pop edm,0.190225,0.5664166666666667,0.5909166666666668,0.006153573333333335,0.17595,0.04715833333333334,0.2686333333333333,3
deep pop r&b,0.23231797404299004,0.6562757554279046,0.5787080376898878,0.012866320484654328,0.16029202013482188,0.14460802074604434,0.4595667621042704,2
deep psychobilly,0.3265328,0.5015,0.9245,0.5115000000000001,0.09755,0.03835,0.47200000000000003,0
deep r&b,0.155,0.426,0.953,0.0,0.132,0.106,0.6779999999999999,2
deep ragga,0.19639245454545454,0.7120000000000001,0.5606136363636364,0.06180070454545454,0.1072431818181818,0.19179469696969695,0.6835,2
deep regional mexican,0.3600862184981686,0.6888278159340661,0.6506830572344323,0.01868768512419872,0.17047832715201466,0.08792508630952381,0.8050616346153849,2
deep smooth jazz,0.32445,0.6605,0.5873333333333334,0.543125,0.1282,0.035083333333333334,0.6226666666666667,0
deep soft rock,0.3817452380952381,0.6353083333333334,0.527932142857143,0.010251491904761906,0.19523988095238096,0.04912357142857143,0.6461797619047618,3
deep soundtrack,0.9586,0.16776000000000002,0.056556,0.8398,0.09042,0.043800000000000006,0.07009,6
deep southern soul,0.595,0.7135,0.581,0.0003875,0.08760000000000001,0.02755,0.894,4
deep southern trap,0.10295822841510342,0.7516556228956229,0.6742260064935064,0.0022760290962000962,0.2273359355459356,0.22389375853775856,0.5637812782587782,2
deep talent show,0.3965892592592592,0.5586058201058199,0.5801605820105821,0.0002550473544973545,0.1044925925925926,0.044368253968253966,0.48003703703703704,3
deep tech house,0.4223425000000001,0.3087222222222223,0.4517222222222223,0.5862999999999999,0.19863888888888886,0.03821111111111111,0.3420555555555556,0
deep tropical house,0.14229591228070174,0.6585526315789474,0.6982807017543857,0.14926908464912286,0.17624736842105262,0.04604122807017544,0.4055868421052631,2
deep underground hip hop,0.2054274684041184,0.6997324967824967,0.6545803088803088,0.0023213549211711718,0.2284533301158301,0.18356775418275414,0.4241007078507078,2
deep uplifting trance,0.0025545000000000003,0.7809999999999999,0.8089999999999999,0.417,0.401,0.203,0.645,2
delta blues,0.7747758155919059,0.5855754890141479,0.3376232807703976,0.0814638686493819,0.16813179435338865,0.08090514709955421,0.6035217219019992,1
dembow,0.11985,0.8671666666666665,0.6163055555555556,0.000578151111111111,0.15841388888888888,0.12847222222222224,0.5043055555555555,2
denpa-kei,0.18135,0.536,0.8174999999999999,0.0,0.2252,0.0352,0.6,2
denton tx indie,0.31389,0.5927500000000001,0.7362500000000001,0.000121725,0.11745,0.0825,0.56775,3
denver indie,0.5125,0.5036666666666667,0.5338333333333334,0.13223441,0.33291666666666664,0.0466,0.29015,8
derby indie,0.033,0.815,0.605,0.684,0.114,0.0368,0.795,0
desert blues,0.45076000000000005,0.5092399999999999,0.4969200000000001,0.18593332,0.16697199999999998,0.039656,0.5134000000000001,3
desi hip hop,0.36120399999999997,0.70685,0.6735500000000001,0.13596904333333332,0.15735333333333332,0.07619666666666666,0.62651,3
desi pop,0.4641996580463506,0.6381785332295605,0.5589599877622101,0.091618997529612,0.16983729337513356,0.0963333448016282,0.6522017345471746,4
destroy techno,0.058822999999999986,0.6192,0.73055,0.17390564999999994,0.119925,0.055385000000000004,0.34958,2
detroit hip hop,0.12505619414242128,0.7186109080067319,0.7057725996331409,0.025365457779640832,0.2570275839659535,0.2214061855060356,0.5356867172460136,2
detroit house,0.10643333333333332,0.7179166666666666,0.6991666666666667,0.4543166666666666,0.17101666666666665,0.05880000000000001,0.6617833333333334,2
detroit indie,0.00075,0.7140000000000001,0.8029999999999999,0.7609999999999999,0.0812,0.0298,0.523,0
detroit techno,0.043875833333333336,0.7706666666666666,0.5906666666666667,0.7676666666666667,0.37316666666666665,0.06490000000000001,0.3440333333333333,0
detroit trap,0.11241952380952384,0.7268785714285714,0.7009261904761904,0.025813583333333338,0.21926690476190475,0.24388952380952386,0.5102976190476189,2
detske pisnicky,0.882,0.146,0.28300000000000003,2.06e-06,0.0866,0.0339,0.217,5
devon indie,0.424,0.591,0.415,0.000299,0.111,0.0437,0.19699999999999998,8
dfw rap,0.16594331326466075,0.7528091921177071,0.6534332960603596,0.0015142557919377425,0.1735127956612753,0.2074809899174724,0.5992858204572149,2
dhrupad,0.98646875,0.58559375,0.1600125,0.4432991656250001,0.14901874999999998,0.160253125,0.54440625,7
digital hardcore,0.15245550000000002,0.63,0.808125,0.2688727875,0.30162500000000003,0.04345,0.379375,9
dinner jazz,0.8148333333333333,0.5938333333333332,0.256,0.8993333333333333,0.11086666666666667,0.038250000000000006,0.36616666666666653,6
dirty south rap,0.09273400126797424,0.7431274984372305,0.6750684994142107,0.0041268885028795535,0.21787391753674087,0.2067281301294194,0.56986709221625,2
dirty texas rap,0.12533649122807014,0.7836315789473686,0.5667543859649125,0.015606483947368422,0.19117192982456144,0.2284421052631579,0.5711052631578947,2
disco,0.26555335207133074,0.6635914489450804,0.6108431779439984,0.08141037506323226,0.1679219824423835,0.06061887640992252,0.7034018389791905,3
disco house,0.07436185113636365,0.7063200032734754,0.7800905910961469,0.13815408236146184,0.1924492127291432,0.06871636457164232,0.634788360456416,2
disney,0.7188712517958293,0.4749416492374727,0.3635190793962029,0.05813003001673201,0.2025140205726736,0.09772065462184873,0.4813036563647681,8
diva house,0.06537394080086581,0.7038785006146119,0.7666551560579339,0.1983676033142269,0.17034943282026613,0.05438350034738925,0.7269760769066325,2
dixieland,0.8055831168879496,0.5584163337193462,0.4328384998286232,0.3629484968153878,0.2593828475178278,0.0767824786836996,0.6782008336086761,1
diy emo,0.02651844444444444,0.3445555555555556,0.7200000000000001,0.014890833333333334,0.3027111111111111,0.04758888888888888,0.4341111111111111,9
djent,0.096000182,0.4675,0.8673777777777778,0.34055473711111106,0.23588777777777775,0.11105444444444447,0.29794,9
dmv rap,0.1365270684718332,0.6934624260815437,0.6262110981429609,0.07538898282024847,0.17200630219680466,0.22284067654839712,0.5019198996265173,2
dominican pop,0.3278961984424789,0.7375278596742012,0.6486161090264747,0.03499284091819292,0.15446512105780402,0.07152079997915366,0.7721135895946871,2
dong-yo,0.259,0.8290000000000001,0.8859999999999999,0.0,0.0559,0.11199999999999999,0.777,2
doo-wop,0.668195058391684,0.5166522569109105,0.4626995400005759,0.014158305995805991,0.2052593419681778,0.05711615910176271,0.6629330372201555,4
doom metal,0.04974856327777778,0.3174170893719807,0.7778815821256038,0.4220575747463767,0.2016567330917875,0.059952916666666675,0.3512911473429951,9
doujin,0.267,0.7390000000000001,0.6409999999999999,0.8029999999999999,0.10300000000000001,0.0538,0.713,0
downtempo,0.26603382470365466,0.6039958557586991,0.5796857510507798,0.4240803910309668,0.16628830778727086,0.06645632898078459,0.4295924440780531,0
drama,0.9390119047619048,0.5288928571428572,0.3948214285714285,0.001257974880952381,0.34437499999999993,0.4374654761904762,0.4837619047619047,1
dream pop,0.24894485873490235,0.4796788138467771,0.6106065763221211,0.3147606927873762,0.18268236122918904,0.048039775137797454,0.4449132353044455,3
dream trance,0.04532291666666666,0.6289166666666666,0.8699166666666667,0.4530841666666666,0.16444166666666665,0.04111666666666666,0.50525,0
dreamgaze,0.03929033333333334,0.3098333333333333,0.7416666666666667,0.281,0.17135,0.04218333333333333,0.361,9
dreamo,0.15637276458944685,0.4693695817215775,0.7536872321150683,0.048107427950285685,0.20758044523364905,0.05708004357298475,0.4473796162909609,9
drift,0.8947666666666665,0.18853933333333334,0.1085544,0.8524803063333334,0.09759666666666666,0.04194266666666667,0.088891,6
drill,0.2135320650191816,0.6619730669224213,0.6572050341005969,0.06965500012254902,0.1938259735720375,0.13700464982949706,0.4604798763853368,2
drill and bass,0.20800929166666665,0.5799791666666667,0.5782291666666667,0.7704791666666667,0.15303125,0.05153125,0.3901604166666666,0
drone,0.8000382655425693,0.30896759414565506,0.20609077687840305,0.7769822390471838,0.13062209647563064,0.04258371443428489,0.16518596005986422,6
drone ambient,0.991,0.153,0.214,0.9440000000000001,0.133,0.0415,0.0328,6
drone folk,0.5457774156470152,0.4923535038932146,0.38214453466814985,0.4344367943303671,0.12367053021876158,0.060540279940674825,0.4050106266221728,8
drone metal,0.11102318428571427,0.3090142857142857,0.6281071428571429,0.66418,0.20132857142857144,0.045225,0.2023857142857143,0
drum and bass,0.04724331196969697,0.5052615530303031,0.7612935606060606,0.3110277903409091,0.22642456439393935,0.08601327651515152,0.3265863636363636,9
dub,0.2222510525528963,0.7610244402556647,0.5048459253129621,0.1307275248522968,0.14900877811362584,0.1380620746707878,0.7415228584208988,2
dub metal,1.59e-06,0.547,0.7020000000000001,0.758,0.11,0.0403,0.255,0
dub poetry,0.0221646,0.7725333333333334,0.5906,0.01152036,0.10089333333333332,0.2448666666666667,0.6427333333333333,2
dub techno,0.4395925,0.482375,0.3999,0.6709166666666666,0.15978333333333333,0.043833333333333335,0.2946875,0
dubstep,0.08653285555555555,0.5158777777777778,0.7340444444444445,0.18812871111111112,0.16603333333333334,0.07164333333333332,0.23163777777777775,9
duduk,0.966,0.14575,0.148675,0.9025,0.11525,0.0509,0.057,6
duluth indie,0.52888125,0.5225,0.6880624999999999,0.11804849375,0.1922875,0.048725,0.6670625,3
dunedin indie,0.6365000000000001,0.6679999999999999,0.37200000000000005,0.17600000000000002,0.21205,0.2329,0.513,4
dunedin sound,0.529,0.5953333333333334,0.517,0.22483333333333336,0.2478666666666667,0.17590000000000006,0.6328333333333334,4
dungeon synth,0.001325495,0.2638333333333333,0.7681666666666667,0.7681833333333333,0.3260333333333333,0.05736666666666668,0.24101666666666666,0
duranguense,0.3467832482711937,0.6868976498779447,0.6406600323943442,0.01373791762273043,0.147034568087889,0.06651439310715775,0.8181000549591375,2
dusseldorf electronic,0.32198443478260874,0.6139565217391304,0.5884130434782608,0.591139347826087,0.2076065217391304,0.07643695652173914,0.44510217391304346,0
dutch blues,0.18899999999999997,0.406,0.526,0.0024,0.305,0.0293,0.41100000000000003,3
dutch cabaret,0.9223333333333332,0.613,0.38933333333333336,0.23333666666666664,0.3966666666666667,0.4430333333333333,0.8113333333333334,1
dutch death metal,3.950000000000001e-05,0.306,0.9890000000000001,0.00041,0.27,0.109,0.134,9
dutch edm,0.09833975,0.6480912698412699,0.8706309523809524,0.025334221230158733,0.18370952380952385,0.06171111111111111,0.5546742063492063,2
dutch folk,0.975,0.721,0.0554,0.0166,0.18,0.265,0.81,1
dutch hip hop,0.14808416666666668,0.73275,0.7089166666666668,0.00014662416666666667,0.18896666666666667,0.09623333333333334,0.7059166666666667,2
dutch house,0.08602715185185186,0.6697592592592593,0.8027981481481481,0.09383987120370373,0.19797296296296296,0.08352953703703704,0.4964212962962963,2
dutch indie,0.5416375,0.542,0.4718,0.17460825,0.18525,0.11635,0.475925,3
dutch jazz,0.9740000000000001,0.316,0.0779,0.623,0.706,0.0492,0.145,6
dutch metal,0.05858558333333334,0.3240833333333334,0.9115833333333334,0.0003262658333333333,0.21098333333333336,0.08666666666666667,0.1745,9
dutch pop,0.2579212606060606,0.6756515151515153,0.6406060606060607,0.1235621575757576,0.16288636363636366,0.10141060606060606,0.5137878787878787,3
dutch prog,0.1873577777777778,0.4329444444444445,0.6898333333333333,0.3952556611111111,0.08523888888888888,0.036372222222222216,0.4006666666666666,9
dutch rock,0.27850006944444444,0.5414236111111111,0.5928958333333334,0.09620941527777777,0.16069097222222226,0.07773680555555555,0.5668541666666667,3
dutch trance,0.0215042,0.627,0.8550000000000001,0.35719129299999997,0.185,0.05807999999999999,0.33070000000000005,9
dutch urban,0.17050000000000004,0.7659999999999999,0.7745,5.2000000000000004e-05,0.2518,0.09875,0.743,2
e6fi,0.3183540351191553,0.5009704147812971,0.6103999638009049,0.22425006150000004,0.20765323529411764,0.05959057616892911,0.5288982956259425,3
early avant garde,0.8343725146198832,0.5297156432748539,0.12642415204678362,0.1415832337719298,0.17882090643274853,0.34666883040935664,0.3209697076023392,5
early modern classical,0.9238885033446697,0.29696593287838063,0.157251198945095,0.6152396659352171,0.1598007424861785,0.05254978004185985,0.19212621233836155,6
early music,0.9543373542257644,0.3399324277246024,0.13431416984875166,0.5101567997772095,0.14332048451819626,0.05876006018398155,0.2819457563947058,6
early music choir,0.9763333333333334,0.17041333333333336,0.10931266666666667,0.2997540286666667,0.15922666666666666,0.04513,0.06293333333333333,5
early music ensemble,0.8814791666666666,0.3399291666666667,0.1867242261904762,0.31551278136904765,0.16733601190476194,0.040442857142857135,0.2997095238095238,5
early reggae,0.508925,0.7443611111111111,0.4830000000000001,0.08278208999999999,0.12426944444444445,0.12142222222222222,0.7980972222222222,4
early romantic era,0.9048938778553594,0.3724886802177511,0.1840112050765725,0.5376090066017145,0.16468421367080172,0.053625055025102585,0.33018772479580305,6
early us punk,0.10366478955879883,0.41147461748087744,0.8481398308154809,0.03587546870213402,0.2724536962443205,0.099983882038372,0.5727643310943332,9
east coast hip hop,0.14710998406212292,0.7432294007889328,0.7004500497707531,0.016188961660297062,0.218481419467562,0.2588630220025573,0.6344366231202182,2
east coast reggae,0.1525660202020202,0.6775555555555556,0.5714848484848485,0.07707785656565658,0.18067424242424246,0.07751161616161616,0.6843888888888889,2
eastern bloc groove,0.0688,0.6559999999999999,0.792,0.654,0.091,0.0478,0.498,0
easy listening,0.7461293661738023,0.4184688274274935,0.3318957914631493,0.32236007456144594,0.20579192998401025,0.05175225266569212,0.4334205215374187,7
easycore,0.16241180618181822,0.5599472727272726,0.9004090909090909,0.0034199801818181825,0.1906036363636364,0.11559181818181817,0.6082618181818182,2
eau claire indie,0.7057078095238095,0.4112380952380952,0.4266935714285714,0.3104470221904762,0.1346295238095238,0.05812499999999999,0.28607761904761914,8
ebm,0.053634757549019606,0.6297042483660132,0.7387549019607843,0.454829269869281,0.24167785947712414,0.0654202614379085,0.4918264705882352,0
ecm-style jazz,0.7940754785824962,0.3761352151746888,0.2179164904783326,0.6595540263907632,0.1420339656120358,0.044554320987654335,0.2864849777577848,6
ectofolk,0.5827008476158645,0.5163510509506833,0.4089237856506239,0.023718802309454844,0.15762695595662504,0.040214027406417115,0.3814001336898396,8
ecuadorian pop,0.5211396825396826,0.7141904761904762,0.6053373015873016,0.0003876613888888889,0.14501428571428573,0.07087500000000001,0.6745912698412698,4
edm,0.10849988942815557,0.6226304064229714,0.7603118786540501,0.12188498470931143,0.20410618702247885,0.08393271553755258,0.4206605032224416,2
edmonton indie,0.2005204247311828,0.6034516129032257,0.6782526881720431,0.09674546758064516,0.2452322580645161,0.06276908602150537,0.4571693548387097,3
egyptian pop,0.1266,0.7370000000000001,0.73625,7.92e-06,0.116725,0.056625,0.741,2
egyptian traditional,0.8290000000000001,0.6295,0.2005,0.035752045,0.09004999999999999,0.0903,0.504,1
el paso indie,0.184171643939394,0.3458090909090909,0.7006689393939394,0.18660072757575755,0.2679598484848485,0.1088528787878788,0.2629778787878788,9
electra,0.2066348333333333,0.6310666666666667,0.64995,0.2616554433333333,0.21133666666666667,0.09850833333333336,0.3050433333333333,3
electric bass,0.5363217780597856,0.5670726640345928,0.4088300620417372,0.3376329519439745,0.15343317822899044,0.05914249388982892,0.5096224854295921,4
electric blues,0.3779748823193815,0.5496467155009941,0.5533074951103409,0.1163556642491585,0.21469636186144772,0.05558833706039766,0.6290981045724304,3
electro,0.11210929339603323,0.7951680667691147,0.6655714267649325,0.10630919601586987,0.19540553867090185,0.14561201107049287,0.6585476802189857,2
electro house,0.07511701711176269,0.6293151726101125,0.7851268356236704,0.12816736156369768,0.20343330359100487,0.0923876597918407,0.4218652429190177,2
electro jazz,0.26405,0.738125,0.7659999999999999,0.643268075,0.16605000000000006,0.0598375,0.66525,0
electro latino,0.13857567636328724,0.7230793010752687,0.7960639592933947,0.034877194156874035,0.17592557027649772,0.10288502496159754,0.7139415706605223,2
electro swing,0.21026158008658005,0.6705811688311689,0.6454588744588745,0.2405873643290044,0.16069783549783548,0.10759101731601728,0.6631255411255411,2
electro-industrial,0.0756625801388889,0.614650462962963,0.813125,0.5157652948148148,0.2814564814814815,0.05204814814814815,0.51024375,0
electroclash,0.0943671846153846,0.638397435897436,0.7862179487179487,0.17722566615384613,0.1731230769230769,0.08029102564102562,0.5630705128205128,2
electrofox,0.13163666666666665,0.774,0.7150833333333333,0.2547144333333333,0.07154166666666667,0.09056666666666667,0.8497499999999999,2
electronic djent,0.0313352,0.4292000000000001,0.6364000000000001,0.8362,0.16699999999999998,0.0679,0.09514,0
electronic rock,0.07311737648385565,0.579031457739791,0.8049510576923077,0.1308606155223172,0.2178902302943969,0.06149259259259261,0.4933357193732194,2
electronic trap,0.1008841666831032,0.6452711637080868,0.7658278238001318,0.1263443746354372,0.21375349375410907,0.11093619921104532,0.3893315956607495,2
electronica,0.2534378728541669,0.6139349677533934,0.6120857884430728,0.3975425306068685,0.17182230842543894,0.059481866162445975,0.4474993517908426,0
electronica argentina,0.2599666666666667,0.5813333333333334,0.6896666666666667,0.001456,0.16376666666666667,0.033466666666666665,0.669,3
electropop,0.21461003011221644,0.6322812625794548,0.6547203385909075,0.059433077203287235,0.17794944167904755,0.07783683498602872,0.4618098814041094,2
electropowerpop,0.041670694444444455,0.5561222222222222,0.7912402777777778,0.0035693170833333327,0.1846129166666666,0.1012693253968254,0.5505291666666666,9
emo,0.07821773411665962,0.4588340335714883,0.8028171529358218,0.060356376691915126,0.20009859595632784,0.06989637627739388,0.460126135760837,9
emo punk,0.05127523466666667,0.39820208333333335,0.8034666666666667,0.14809527058333333,0.202186875,0.05665750000000001,0.4258895833333334,9
emo rap,0.2796156164667335,0.6719252616572,0.5973294907598956,0.046777001570810585,0.18971023233024595,0.15150407753386194,0.3760429159209429,2
emocore,0.0016887222222222225,0.3456666666666666,0.8971944444444445,0.23601812472222225,0.2451944444444444,0.06873611111111111,0.3740555555555556,9
english baroque,0.9463481967213114,0.3544756674473068,0.15304015597189696,0.4662825101971896,0.18411428571428573,0.04698652459016393,0.34802635597189696,6
english indie rock,0.03213574663265305,0.4535408163265306,0.8430051020408162,0.000950679387755102,0.15501428571428572,0.055576530612244886,0.5058612244897959,9
english renaissance,0.9929166666666666,0.33726666666666666,0.12863333333333332,0.4199310333333333,0.11458333333333333,0.12685833333333332,0.3294,6
enka,0.7070000000000001,0.415,0.359,6.53e-05,0.319,0.0334,0.40399999999999997,8
entehno,0.7992509262969385,0.5548002638752612,0.4266263972977077,0.1924455501544615,0.1795379180711684,0.04821343539280856,0.6499687389039336,1
environmental,0.2566391331005322,0.16775403216575094,0.6304281445049221,0.7900019934151784,0.4920735226362178,0.07794206415979853,0.07556513985233514,0
epic doom,0.00021826666666666664,0.2195555555555556,0.8316666666666666,0.03082522222222222,0.13013333333333332,0.06743333333333333,0.20013333333333336,9
epicore,0.2913351671994672,0.4325459457209457,0.5597818376068378,0.6154081998773449,0.13964272893772894,0.05632678793428793,0.2605451814851815,0
escape room,0.18173414021771608,0.6598504904016869,0.6468035818990793,0.06943417543608946,0.20062289275502024,0.15618611978833516,0.492578421334144,2
esperanto,0.904,0.245,0.405,0.873,0.0883,0.0445,0.0379,6
essex indie,0.0030600000000000002,0.521,0.82,0.7070000000000001,0.102,0.032,0.429,0
estonian hip hop,0.7929999999999999,0.585,0.455,0.000132,0.135,0.0392,0.513,1
estonian pop,0.3281444444444444,0.4366666666666667,0.7956666666666666,6.644444444444444e-05,0.30822222222222223,0.1837,0.32711111111111113,3
ethereal wave,0.22720872719888446,0.3682626871045621,0.5700537483349984,0.4365488062657552,0.18610006946178825,0.05258831564269064,0.3701698431776557,0
etherpop,0.3326712169312169,0.5863072246588693,0.557990357839042,0.0990012788704748,0.14076761991785014,0.06646815737259816,0.3516799759816207,3
ethio-jazz,0.5797810057471264,0.4921875000000001,0.3965371408045977,0.6791556333333334,0.13321767241379312,0.04940222701149425,0.4638247126436781,7
ethiopian pop,0.7490000000000001,0.4270000000000001,0.204,0.807,0.106,0.0528,0.33899999999999997,6
ethnomusicology,0.9081666666666668,0.6580555555555555,0.30773333333333336,0.6870092777777778,0.14066666666666666,0.12952222222222226,0.7345555555555556,7
euphoric hardstyle,0.03635166666666666,0.5533333333333333,0.8838333333333332,0.00793385833333333,0.4342166666666667,0.09665,0.4745,2
eurobeat,0.1210896,0.5568333333333334,0.8041,0.000321112,0.2995566666666667,0.04799333333333333,0.6066,2
eurodance,0.08010746487618471,0.6976412767376018,0.8462148743299103,0.15290839439671045,0.21809482542943984,0.049278345962085635,0.7040228842202964,2
europop,0.15643852088874988,0.6592703226862731,0.7505847450530265,0.050477684263388,0.18758265578985547,0.05639312182537791,0.6595552698532242,2
euroska,0.03655,0.6075,0.9515,0.004383499999999999,0.16005,0.0495,0.9395,2
eurovision,0.579,0.6280000000000001,0.6940000000000001,0.0005612999999999999,0.261,0.07925,0.5925,3
exotica,0.684559995962702,0.4952862679444387,0.4100059690874496,0.44208611842728746,0.17216388600213536,0.05270589169176574,0.5389362992244425,7
experimental,0.3222575949538561,0.4752768624531435,0.5590530505879125,0.3524939894642009,0.1854108473710046,0.07114632812971547,0.44824441481058797,3
experimental ambient,0.8465426225490195,0.27402218137254897,0.18952348039215686,0.8461313192279413,0.11316960784313725,0.04123198529411765,0.09952647058823533,6
experimental big band,0.6709999999999999,0.348,0.532,0.5489999999999999,0.0757,0.0403,0.574,7
experimental hip hop,0.2720574718045113,0.6119257518796992,0.6440977443609023,0.17495063619360904,0.20104783834586465,0.18457030075187972,0.37078496240601505,3
experimental house,0.017,0.929,0.5720000000000001,0.0035299999999999997,0.122,0.0506,0.28800000000000003,2
experimental jazz,0.9009999999999999,0.278,0.239,0.141,0.18,0.0353,0.204,5
experimental poetry,0.987,0.7172499999999999,0.0863,0.0891925,0.127,0.7377500000000001,0.3962500000000001,1
experimental pop,0.3219439014240342,0.5218662120707577,0.600561454685286,0.2955049761254583,0.1774895949360884,0.05117499852960891,0.4295813271504828,3
experimental rock,0.2634225925711429,0.4622932617764284,0.6138017715090007,0.3350274872213018,0.20209971842466248,0.07421299389656727,0.4552584566226133,3
experimental vocal,0.6753816729853479,0.5350631868131868,0.2678218589743589,0.32443805443223445,0.11446227106227108,0.050517307692307695,0.4090496336996337,7
fado,0.8132042592592592,0.5495944444444444,0.3600111111111111,0.001326445,0.17217592592592593,0.03845962962962963,0.6005462962962963,1
family gospel,0.5185,0.45925,0.42825,2.14e-06,0.216325,0.079875,0.30775,8
faroese pop,0.875,0.371,0.33399999999999996,0.00025499999999999996,0.114,0.0296,0.308,8
fast melodic punk,0.00025830000000000004,0.419,0.9606666666666666,0.008678466666666667,0.15126666666666666,0.07276666666666666,0.5776666666666667,9
fidget house,0.01135433333333333,0.6628333333333333,0.7256666666666667,0.3111375,0.2308833333333333,0.150075,0.5768333333333334,2
fijian pop,0.13125571428571428,0.7198571428571429,0.6444285714285714,2.6142857142857144e-05,0.13720000000000002,0.10694285714285716,0.8104285714285714,2
filmi,0.6233591542993424,0.5835894445318575,0.4784517535109284,0.14031752988386514,0.18980342004065295,0.08329542658591835,0.6284091880733038,4
filter house,0.1262256500060241,0.6914806358768408,0.7637458969210174,0.2263264067105087,0.17683535943775094,0.092485172021419,0.5807557295850067,2
filthstep,0.04459984666666667,0.5650333333333333,0.8188666666666666,0.21504742333333327,0.19613666666666668,0.11274000000000002,0.28506666666666663,9
final fantasy,0.35672190221153843,0.4643052884615385,0.5891826923076924,0.7470947115384615,0.1475903846153846,0.039885576923076926,0.43370384615384616,0
fingerstyle,0.7089033574016116,0.4514951198074537,0.259135833575659,0.7005263015576201,0.11155019139620656,0.051570782260118124,0.3185402231860486,6
finnish alternative rock,0.1125545,0.546,0.693,3.995e-05,0.29065,0.0257,0.43700000000000006,2
finnish classical,0.9248414634146342,0.18628902439024386,0.16055268292682928,0.7347439024390243,0.2384036585365854,0.041230487804878035,0.07676463414634146,6
finnish contemporary classical,0.9487272727272724,0.2961318181818182,0.18800122727272725,0.833409090909091,0.22200454545454545,0.04991363636363637,0.12587272727272728,6
finnish death metal,0.0004407966666666666,0.4303333333333333,0.965,0.5623333333333335,0.2423333333333333,0.05666666666666668,0.3766666666666667,0
finnish edm,0.0418825,0.6147499999999999,0.76525,0.508125,0.1223,0.08185,0.4615,0
finnish hard rock,0.010816666666666669,0.4516666666666667,0.8109999999999999,0.0082105,0.18746666666666667,0.04996666666666666,0.6789999999999999,2
finnish metal,0.0008232080555555557,0.3759166666666666,0.9138888888888888,0.20305602777777784,0.19565,0.06606666666666666,0.4291777777777777,9
finnish power metal,0.0019480275000000003,0.4354166666666666,0.8486666666666668,0.04678715,0.14961666666666668,0.05213333333333334,0.3778666666666666,9
finnish soul,0.0844,0.677,0.727,0.0118,0.0724,0.0388,0.765,2
flamenco,0.6937963320599885,0.5967273322885378,0.6073970974271908,0.5528421156939074,0.1815447329785381,0.058579390644725976,0.6849744471289888,7
flamenco guitar,0.7253289141414142,0.5716170357420357,0.6324876165501166,0.7395598879176379,0.16642270056332562,0.04713833527583528,0.6769391996891996,7
flick hop,0.884,0.223,0.0336,1.09e-05,0.0856,0.0291,0.298,5
float house,0.3782055555555555,0.6577027777777777,0.3882777777777778,0.6206111111111111,0.16322777777777778,0.050633333333333336,0.32713055555555554,0
florida death metal,0.00035500550000000004,0.2695583333333333,0.9555666666666668,0.26214033333333336,0.22145,0.11566333333333335,0.21194333333333332,9
florida rap,0.1809146266088487,0.7423746480643539,0.6294561965811966,0.016260223519356458,0.1540849120160885,0.1745675477626948,0.5210241201608848,2
fluxwork,0.6665428571428571,0.4868978571428572,0.38339428571428574,0.5060397173333333,0.16218666666666665,0.07005380952380952,0.23767642857142865,7
fo jing,0.536,0.511,0.547,1.02e-06,0.584,0.0469,0.3720000000000001,8
focus,0.8799919682539679,0.3493929365079367,0.13089885079365085,0.8351129211904763,0.11445108730158735,0.047285206349206334,0.19274467460317465,6
folclor afrocolombiano,0.4205,0.6802499999999999,0.7131666666666667,0.026833836666666663,0.2598083333333333,0.10609166666666668,0.8950833333333335,2
