,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence
1818,0.923,['Benny Goodman'],0.451,190360,0.322,0,0tYvYBZmF8xsB2zhZCkLJs,0.858,1,0.262,-17.146,1,Body and Soul - Live,10,1938,0.0294,83.592,0.58
1819,0.995,['Duke Ellington'],0.526,188640,0.16,0,0yFmSP4OC1EH6ROb4Fl7eo,0.836,10,0.212,-18.623,0,Mood Indigo - Solitude,9,1938-01-01,0.0447,77.61,0.207
1820,0.795,['Benny Goodman'],0.49,194293,0.431,0,1aEIlrxbSAx63JS0rUDQMl,0.763,2,0.149,-12.03,1,Blue Skies - Live,10,1938,0.0369,167.77,0.504
1821,0.965,['Duke Ellington'],0.624,165600,0.37,0,1bYPVflAEB7YMpwn4M7zK9,0.466,8,0.0639,-12.871,1,Scattin' At The Kit Kat,9,1938-01-01,0.0862,180.046,0.96
1822,0.764,['Benny Goodman'],0.471,158227,0.645,0,2jt39IH02k1uGXLxYKOavb,0.745,11,0.411,-11.38,1,Swingtime In the Rockies - Live,10,1938,0.532,134.473,0.372
1823,0.91,['Benny Goodman'],0.504,215107,0.344,0,3h44aLarb3Hp2mMiDWFTrB,0.639,5,0.919,-19.052,0,The Man I Love - Live,11,1938,0.111,80.476,0.348
1824,0.955,['Benny Goodman'],0.744,173000,0.242,0,4aY2uTzfoftz93DSdJvINO,0.625,7,0.132,-14.103,0,Jersey Bounce,10,1938,0.0388,132.48,0.608
1825,0.646,['Benny Goodman'],0.58,55227,0.889,0,5Eum7gvyrgRdWS9to9c08K,0.819,7,0.427,-11.911,1,Shine - Live,10,1938,0.694,176.195,0.435
1826,0.916,['Kay Kyser'],0.624,152133,0.279,0,61qk62IaVEstkEPhYOgMXV,0.000382,7,0.103,-10.346,1,Praise The Lord And Pass The Ammunition,10,1938,0.0361,130.465,0.778
1827,0.0132,['Benny Goodman'],0.175,41240,0.999,0,6WZeWvIq7tPj2WwlCLwTEh,0.916,10,0.518,-19.789,0,"Applause, Transition to Twenty Years of Jazz - Live",10,1938,0.471,82.808,1e-05
1828,0.473,['Benny Goodman'],0.367,52200,0.94,0,6uidiSJ2xvXO6VPLDax7nR,0.774,0,0.421,-13.034,1,When My Baby Smiles at Me - Live,10,1938,0.372,185.574,0.297
1829,0.991,['Duke Ellington'],0.524,174240,0.12,0,73347PI2pPm6GSFOdEvWlz,0.862,7,0.0551,-15.082,0,"Yearning For Love, ""Lawrence's Concerto"": Yearning For Love (Lawrence's Concerto)",9,1938-01-01,0.0689,85.416,0.404
1830,0.92,['Duke Ellington'],0.774,192240,0.569,0,73irJhx20srzNSs8yGZBZy,0.661,7,0.0557,-7.551,0,Exposition Swing,9,1938-01-01,0.057,111.061,0.963
1831,0.974,['Roy Acuff And His Crazy Tennesseans'],0.695,171363,0.24,0,7CGO86tLEtwxrBsc2f8kf7,0.0,5,0.187,-10.003,1,Great Speckle Bird,7,1938,0.0378,125.418,0.709
1832,0.952,['Duke Ellington'],0.488,189000,0.532,0,0jIadNdycQFtCc2BubnurY,0.917,8,0.113,-9.093,1,"Trumpet In Spades, ""Rex's Concerto"": Trumpet In Spades (Rex's Concerto)",8,1938-01-01,0.178,78.297,0.85
1833,0.958,['Duke Ellington'],0.395,163080,0.11,0,1kE5aiyvsmpKBmXooFCV7U,0.289,10,0.0575,-14.124,0,The New Black and Tan Fantasy: The New Black & Tan Fantasy,8,1938-01-01,0.0416,87.161,0.477
1834,0.93,['Roy Acuff'],0.813,153200,0.415,0,1mxtkrP7NPmJzElZOqAhiE,0.0248,9,0.0988,-9.322,1,Low and Lonely,6,1938,0.0286,101.912,0.923
1835,0.419,['Benny Goodman'],0.357,337173,0.728,0,2Kye7UGKPMOsUFLVgi01mJ,0.648,1,0.0766,-15.156,1,Dizzy Spells - Live,8,1938,0.0309,178.696,0.603
1836,0.56,['Benny Goodman'],0.458,355240,0.571,0,2NXitqJD5f5WvCOtXnsQVV,0.457,11,0.503,-14.76,1,Stompin' at the Savoy - Live,9,1938,0.036,169.509,0.325
1837,8.96e-05,['Benny Goodman'],0.248,39560,0.516,0,2OCiQGct4wAUOQcHmSkHif,0.849,10,0.41,-25.254,0,Setting Up for Jam Session - Live,9,1938,0.354,85.935,0.0374
1838,0.889,['Duke Ellington'],0.517,176040,0.216,0,4B0Xy8COjRqZXaUpoEnfcL,0.0346,8,0.111,-11.868,0,It Was A Sad Night In Harlem,9,1938-01-01,0.0298,82.07,0.439
1839,0.917,"['Billie Holiday', 'Teddy Wilson']",0.66,154107,0.259,0,4qjhqiRizO9clCM4I5lZNr,0.000155,5,0.0582,-11.539,1,Say It with a Kiss (with Teddy Wilson & His Orchestra),9,1938,0.0592,77.095,0.671
1840,0.785,['Roy Acuff'],0.619,159707,0.359,0,5ApLwBTChkCKTlPrEiFk70,0.0,7,0.284,-7.464,1,This World Can't Stand Long,7,1938,0.036,168.614,0.86
1841,0.762,['Benny Goodman'],0.587,156173,0.458,0,5hBF3Kz7PiI8g83PGatpod,0.784,1,0.0791,-13.886,1,Blue Room - Live,8,1938,0.0376,170.728,0.51
1842,0.943,['Duke Ellington'],0.75,156600,0.285,0,5stdZTPCD7vCDn6iBhIulU,0.378,8,0.233,-13.211,1,I've Got To Be A Rug Cutter,8,1938-01-01,0.354,118.749,0.875
1843,0.995,['Duke Ellington'],0.467,186840,0.138,0,6aucVpE4rbE8mWcbNcMhoq,0.901,0,0.328,-21.044,0,Sophisticated Lady - In A Sentimental Mood,9,1938-01-01,0.0416,101.298,0.19
1844,0.955,['Duke Ellington'],0.777,169920,0.508,0,6m2Rw7ZdnRiDOQ8zONWZU5,0.897,8,0.115,-11.817,1,The New Birmingham Breakdown,8,1938-01-01,0.0887,113.2,0.962
1845,0.92,['Duke Ellington'],0.475,182520,0.281,0,7G5aFbUwLSaZ4ondxlZMSL,0.918,5,0.541,-11.183,0,The New East St. Louis Toodle-O,8,1938-01-01,0.0274,100.045,0.556
1846,0.559,['Benny Goodman'],0.587,220667,0.352,0,0TR0EH6eO8pzwzZufcEzsp,0.881,5,0.89,-15.965,0,Big John's Special - Live,8,1938,0.047,164.498,0.483
1847,0.933,['Roy Acuff & His Smoky Mountain Boys'],0.571,165107,0.258,0,0uDLItS1Se8MIupOE5rH4x,0.0,9,0.241,-10.885,1,Wreck on the Highway,6,1938,0.0469,163.685,0.638
1848,0.461,['Benny Goodman'],0.201,62827,0.985,0,1RGSi9aDO691Hxb90Yi9VG,0.561,1,0.974,-25.159,1,Applause Until Encores - Live,7,1938,0.095,106.169,1e-05
1849,0.96,['Duke Ellington'],0.737,163440,0.328,0,2ryLzqzD6OtIOh9mAZyHDG,0.914,1,0.357,-11.699,1,Diminuendo In Blue,7,1938-01-01,0.0446,97.083,0.896
1850,0.517,['Benny Goodman'],0.498,153667,0.348,0,3VhUuDkrh3izHBfltFrdCs,0.436,1,0.221,-15.233,1,If Dreams Come True - Live,7,1938,0.0376,154.976,0.483
1851,0.892,['Duke Ellington'],0.712,194760,0.434,0,3uTkiSAkgvZamyJvfnmZYf,0.909,8,0.21,-11.004,1,Crescendo In Blue,7,1938-01-01,0.0654,98.224,0.967
1852,0.88,['Benny Goodman'],0.298,73933,1.0,0,4jmpeJO5XS9MukFzhARGrS,0.889,6,0.403,-19.537,1,Applause; Benny Goodman's 'No Encore' Announcement - Live,7,1938,0.095,93.226,1e-05
1853,0.983,['Duke Ellington'],0.467,153000,0.0543,0,5GJ4VOV9EhnPH5p3afcYhD,0.124,10,0.11,-17.173,0,Black and Tan Fantasy: Prologue to Black & Tan Fantasy,7,1938-01-01,0.0323,88.23,0.399
1854,0.94,"['Billie Holiday', 'Teddy Wilson']",0.681,178867,0.201,0,5mbi55joCTzrZqTK5PNvAF,2.25e-05,7,0.084,-14.562,0,It's Easy to Blame the Weather (with Teddy Wilson & His Orchestra),7,1938,0.0967,140.175,0.894
1855,0.00985,['Benny Goodman'],0.191,59933,0.884,0,5vMr5fkLJIk7u0hqQKcI2f,0.843,1,0.412,-24.609,1,Applause; Setting Up & Tuning Up for BG Small Groups - Live,8,1938,0.486,79.205,0.0171
1856,0.672,['Benny Goodman'],0.381,285027,0.677,0,63xe5e9LkXh5C6m7eyLkSl,0.86,5,0.692,-17.279,1,China Boy - Live,8,1938,0.0401,169.044,0.702
1857,0.989,['Benny Goodman Sextet'],0.626,175533,0.287,0,0CIRYGtFan5C3t1udR9A2p,0.684,8,0.232,-17.083,1,Liza (All The Clouds'll Roll Away) - Instrumental,7,1938,0.0426,112.317,0.897
1858,0.984,['Benny Goodman'],0.71,45093,0.219,0,0mMBCBuni37BDzgppkFtIj,7.2e-06,1,0.12,-22.629,1,Body and Soul - Live,5,1938,0.929,128.604,0.652
1859,0.907,['Billie Holiday'],0.557,185773,0.209,0,0pwqxyGzFFw7oIGTgJ8QU4,0.00414,10,0.117,-10.778,1,Long Gone Blues,4,1938,0.0467,94.096,0.502
1860,0.976,['Benny Goodman'],0.502,152827,0.378,0,14QjweJpVfnkgXSxWrm9VX,0.838,8,0.14,-13.082,1,Let's Dance,6,1938,0.0578,203.258,0.873
1861,0.985,"['Billie Holiday', 'Teddy Wilson']",0.72,162733,0.142,0,2CVZ4KsopUdoZeNCd7xhbP,0.0019,7,0.379,-12.284,1,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 1",5,1938,0.0405,100.873,0.478
1862,0.976,['Billie Holiday'],0.59,176733,0.117,0,2x3tCTlQVdWBPiLQSkehjl,0.0,0,0.168,-15.129,1,That's All I Ask of You - Take 1,6,1938,0.0718,101.185,0.41
1863,0.835,['Benny Goodman'],0.264,41093,1.0,0,3RFogvPJRYXVCv9qlotTKK,0.693,11,0.951,-22.887,0,Applause; Transition Back to Goodman Orchestra for Finale - Live,6,1938,0.0722,52.339,1e-05
1864,0.918,"['Billie Holiday', 'Teddy Wilson']",0.578,165133,0.234,0,4VTfF39cEPGEP7PIyQA2eS,0.000391,0,0.0784,-12.305,1,Sugar (with Teddy Wilson & His Orchestra),5,1938,0.102,172.403,0.928
1865,0.987,"['Billie Holiday', 'Teddy Wilson']",0.723,171733,0.0865,0,5BZVfaEMQ22LUwh5pdoENl,0.00101,4,0.163,-15.228,0,You're so Desirable (with Teddy Wilson & His Orchestra) - Take 1,6,1938,0.0469,108.112,0.529
1866,0.00114,['Benny Goodman'],0.165,32173,0.664,0,5zwbTwolXfieUvPv8QkhET,0.9,6,0.381,-26.748,0,Applause; Setting-up for BG Small Groups - Live,7,1938,0.153,78.645,0.0144
1867,0.947,['Billie Holiday'],0.401,175627,0.176,0,6LX1adTDy7EXQOzfYZSl18,4.2e-06,8,0.28,-14.879,1,Under a Blue Jungle Moon - Take 1,7,1938,0.0357,96.352,0.322
1868,0.981,"['Billie Holiday', 'Teddy Wilson']",0.602,177973,0.201,0,7eizsW2og5wlRSAk7Q1bFw,0.136,2,0.0828,-11.757,0,I'll Never Fail You (with Teddy Wilson & His Orchestra),7,1938,0.0515,140.107,0.398
1869,0.979,['Benny Goodman'],0.269,198533,0.161,0,0EgySZYIS9sQib3OHugfmd,0.796,3,0.115,-15.609,0,Goodbye - Instrumental,4,1938,0.0342,73.919,0.138
1870,0.944,"['Billie Holiday', 'Teddy Wilson']",0.562,190467,0.237,0,0FOiozFmU7KfKgZEaa42MN,2.57e-05,5,0.0807,-10.53,1,They Say (with Teddy Wilson & His Orchestra) - Take 1,3,1938,0.0599,113.994,0.551
1871,0.831,['Benny Goodman'],0.69,253427,0.797,0,0LVNarppo2xHif0GRCCFzK,0.716,3,0.889,-9.853,1,Avalon - Live,6,1938,0.0315,125.644,0.668
1872,0.938,['Harry James'],0.271,203773,0.219,0,52XDumqYDUXX16R7FM5fpV,0.00086,0,0.263,-9.767,1,"It's Been a Long, Long Time",57,1939,0.031,74.68,0.375
1873,0.929,['Glenn Miller'],0.624,216747,0.304,0,1xsY8IFXUrxeet1Fcmk4oC,0.173,8,0.0693,-14.496,1,In the Mood,50,1939,0.0822,80.582,0.874
1874,0.862,['Glenn Miller'],0.342,202760,0.126,0,3ziJFd6JeioC8Xfct0UXpJ,0.0998,3,0.146,-11.857,1,Moonlight Serenade,49,1939,0.0265,77.873,0.147
1875,0.947,['Glenn Miller'],0.588,206800,0.312,0,7a5VuzvBrtbqYT7kNlQlFd,2.07e-05,5,0.445,-10.461,1,Chattanooga Choo Choo,43,1939,0.074,144.768,0.639
1876,0.948,['Lead Belly'],0.57,181893,0.241,0,0p5zJBYoJOzVLBiDeA0PvS,0.0224,4,0.111,-12.138,1,Where Did You Sleep Last Night,49,1939-09-03,0.0473,115.352,0.543
1877,0.985,"['Harry James', 'Frank Sinatra']",0.314,177413,0.105,0,0m7jSL1UmvJR3So3gtqgZr,0.00639,2,0.242,-16.065,0,All Or Nothing At All,40,1939,0.0333,130.771,0.253
1878,0.907,['Judy Garland'],0.191,165240,0.0461,0,568SEFtDjKr7N2PytpA6D5,0.000299,8,0.151,-21.192,1,Over The Rainbow,41,1939-08-25,0.0415,84.687,0.226
1879,0.831,"['Ray Bolger', 'Judy Garland']",0.477,224507,0.342,0,0feqkkD0tgAZddC0uB3uwU,0.0405,7,0.191,-15.321,1,If I Only Had A Brain - Extended Version,39,1939-08-25,0.0725,151.335,0.905
1880,0.762,"['Judy Garland', 'The Munchkins']",0.645,49573,0.457,0,3CY0lHyrUgfJ7YLbA3DSy9,0.00716,7,0.083,-17.502,1,Follow The Yellow Brick Road / You're Off To See The Wizard,41,1939-08-25,0.0669,135.696,0.977
1881,0.919,['Glenn Miller'],0.737,194800,0.272,0,1twPe9UfYbbnYS57ku0AWl,0.000421,6,0.215,-10.529,1,(I've Got a Gal in) Kalamazoo,33,1939,0.0336,131.388,0.758
1882,0.987,"['Glenn Miller', 'Ray Eberle']",0.389,196667,0.127,0,2bPHsoMQp5jCBH2WTLFrAN,0.0245,4,0.447,-14.639,0,Moonlight Cocktail,32,1939,0.0408,79.966,0.352
1883,0.862,"['Judy Garland', 'Ray Bolger']",0.577,34400,0.353,0,7BPMn6970CBEZ8z5ZOd7Gf,0.000208,8,0.536,-16.191,1,We're Off To See The Wizard - Duo,38,1939-08-25,0.0756,134.374,0.948
1884,0.994,['Lead Belly'],0.581,153948,0.335,0,3wxdOzW1Yf0mlcC8h2RG9f,0.00248,8,0.12,-8.579,1,Goodnight Irene,36,1939-04-19,0.0317,133.615,0.588
1885,0.914,['Glenn Miller'],0.56,190747,0.293,0,39fWaq2IZw9gJ3FOKQWta1,0.0,7,0.539,-10.268,1,Don't Sit Under the Apple Tree (with Anyone Else but Me),31,1939,0.0527,180.095,0.886
1886,0.884,"['Jack Haley', 'Adrianna Caselotti']",0.579,192800,0.155,0,742zhbAxvVAiRV8N5HRhwF,3.52e-06,8,0.452,-21.166,1,If I Only Had A Heart - Extended Version,35,1939-08-25,0.233,118.992,0.636
1887,0.917,['Glenn Miller'],0.592,207787,0.0812,0,1epO4HLqGdLBYiCNh90f3v,0.356,3,0.248,-14.034,1,Sunrise Serenade,31,1939,0.0375,87.438,0.519
1888,0.908,['Jimmie Lunceford'],0.649,183200,0.241,0,6omAOQxWzNUuE3DZkI4cwr,0.000161,8,0.114,-14.705,1,Tain't What You Do (It's The Way That You Do It),39,1939,0.419,161.45,0.666
1889,0.913,['The Munchkins'],0.536,368067,0.445,0,5cB6FvosTjIzmwB8N809le,0.000516,0,0.802,-15.347,1,Munchkinland Musical Sequence,33,1939-08-25,0.287,132.904,0.734
1890,0.95,['Glenn Miller'],0.772,206640,0.0885,0,2OXPA2xQm9pilYZPTIJJZI,0.587,10,0.26,-15.385,1,Tuxedo Junction,28,1939,0.0376,111.85,0.522
1891,0.977,['Benny Goodman'],0.248,198400,0.189,0,33epO6drRAdk6jWlwBkqC2,0.815,3,0.125,-13.594,0,Goodbye,36,1939,0.0331,75.662,0.142
1892,0.881,"['Bert Lahr', 'Ray Bolger', 'Jack Haley', 'Judy Garland']",0.694,41507,0.112,0,7hayKfJ5IUlMe4wDkCfsDu,0.0,8,0.164,-23.435,1,If I Only Had The Nerve,32,1939-08-25,0.581,120.325,0.777
1893,0.989,['Harry James'],0.232,174867,0.261,0,2kLdU4ecqdeBmlOretDuq0,0.914,4,0.108,-11.319,0,Sleepy Lagoon,27,1939,0.0337,87.787,0.154
1894,0.859,"['Frank Morgan', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Bert Lahr', 'Elivda Rizzo', 'Lorraine Bridges', 'MGM Studio Chorus', 'Lois January', 'Charles Irwin', 'Ralph Sudam', 'Bobby Watson', 'Oliver Smith', 'Tyler Brook']",0.667,112427,0.434,0,4lC12EDL6YPO8slzC3IHan,8.05e-05,3,0.194,-16.736,1,The Merry Old Land Of Oz,32,1939-08-25,0.271,115.117,0.744
1895,0.94,['Glenn Miller'],0.53,171547,0.146,0,5I9y1TIsTLmBhWaXXFBUR8,0.112,2,0.144,-10.963,0,Stairway to the Stars,26,1939,0.0308,106.25,0.56
1896,0.869,"['MGM Studio Orchestra', 'MGM Studio Chorus']",0.279,118667,0.316,0,6ZZ5P3JKwPbfqcrDt7ooyg,0.555,9,0.322,-13.18,1,Main Title (The Wizard of Oz),31,1939-08-25,0.0349,88.189,0.309
1897,0.761,"['Harry James', 'Kitty Kallen']",0.781,194827,0.193,0,5dOtYsMh69DugVISa2bpoy,0.00119,8,0.087,-11.748,1,I'm Beginning to See The Light,26,1939,0.0341,109.312,0.529
1898,0.993,['Lead Belly'],0.715,185017,0.0966,0,7L31Bur6YA9IP03OKZLHUR,0.0106,1,0.228,-16.655,1,"Looky, Looky, Yonder / Black Betty / Yellow Women's Doorbells",32,1939-09-03,0.448,107.176,0.223
1899,0.993,['Harry James'],0.359,203093,0.144,0,7rjOil8FKKJK08BbG49y7Z,0.763,8,0.206,-12.566,1,I Had The Craziest Dream,25,1939,0.0315,86.167,0.222
1900,0.972,['MGM Studio Orchestra'],0.291,165227,0.0581,0,0RTGEL3NTwq7Ugs7fv8y42,0.758,0,0.373,-28.152,1,Miss Gulch - Extended Version,28,1939-08-25,0.0453,94.924,0.239
1901,0.971,"['MGM Studio Orchestra', 'MGM Studio Chorus']",0.145,148467,0.298,0,1h5sxI29sMafAGuAM29VNh,0.202,5,0.322,-18.885,0,Munchkinland,29,1939-08-25,0.0417,93.84,0.0767
1902,0.88,['The Munchkins'],0.685,47333,0.875,0,4maOOupWP90I0dXFU9m81b,0.148,2,0.125,-13.625,0,Ding-Dong! The Witch Is Dead,28,1939-08-25,0.0701,126.645,0.459
1903,0.768,['MGM Studio Orchestra'],0.258,166627,0.133,0,0ZVcu2UcnGagoEpePWLegJ,0.446,8,0.13,-23.924,1,The Cornfield,29,1939-08-25,0.041,145.941,0.258
1904,0.894,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen']",0.501,256933,0.269,0,2eIL4hqOetg92dGqRkXwo1,0.0,3,0.391,-17.716,1,If I Were King Of The Forest - Extended Version,27,1939-08-25,0.652,87.88,0.491
1905,0.988,"['Harry James', 'Helen Forrest']",0.727,178467,0.204,0,0TomvJ50oY76FG4E8aZPii,0.885,9,0.279,-12.44,0,I've Heard That Song Before,23,1939,0.0444,121.524,0.632
1906,0.832,"['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Burt Lahr']",0.566,203627,0.446,0,7csi5hl3UMuK7Amgoekpxm,0.000266,7,0.674,-12.803,1,The Jitterbug - Outtake,27,1939-08-25,0.0842,109.399,0.62
1907,0.821,['MGM Studio Orchestra'],0.302,138573,0.475,0,6mXrXRAoKLQJoF8Z9xcFRl,0.277,0,0.616,-16.849,1,Cyclone - Extended Version,26,1939-08-25,0.0532,140.642,0.343
1908,0.723,['MGM Studio Orchestra'],0.249,132667,0.151,0,78SXlwyk81sCTNwbwTR1Ut,0.566,11,0.188,-20.963,1,Threatening Witch - Extended Version,25,1939-08-25,0.0425,111.548,0.133
1909,0.98,['MGM Studio Orchestra'],0.244,80973,0.177,0,7kbwrz6sW6D408qVPRnJNf,0.689,7,0.377,-18.281,1,Trouble In School - Extended Version,26,1939-08-25,0.0446,152.183,0.375
1910,0.836,['MGM Studio Orchestra'],0.361,95360,0.298,0,0QZuyf8f4F1lqZ7Kxrlvd4,0.0599,0,0.168,-13.958,1,The Apple Orchard - Extended Version,26,1939-08-25,0.0508,146.137,0.236
1911,0.845,['MGM Studio Orchestra'],0.131,86373,0.118,0,0ivs6Y9rE6DZQukjtJ1ulO,0.987,7,0.245,-23.872,1,Leaving Home,25,1939-08-25,0.0378,76.751,0.367
1912,0.879,"['Judy Garland', 'Billy Bletcher', 'The Munchkins']",0.648,59427,0.575,0,65ybLSLJJ8zSbu2VmRVvOu,0.115,0,0.596,-15.393,1,It Really Was No Miracle,26,1939-08-25,0.0964,92.736,0.962
1913,0.908,"['MGM Studio Orchestra', 'The Debutantes', 'The Rhythmettes']",0.445,69867,0.449,0,7MaHw54c8KPRVj8XgNh4Hi,0.107,5,0.298,-15.387,0,Optimistic Voices,25,1939-08-25,0.0549,115.55,0.548
1914,0.961,['MGM Studio Orchestra'],0.0948,108360,0.0761,0,2nHinF8PYgHAnQrdQoBbfi,0.855,8,0.111,-24.312,1,Crystal Gazing - Extended Version,25,1939-08-25,0.0417,176.058,0.175
1915,0.983,['MGM Studio Orchestra'],0.233,51427,0.0785,0,3cUYbohqoZiWuXZRVuuQtE,0.858,5,0.302,-23.715,0,I'm Not A Witch,25,1939-08-25,0.0452,114.357,0.095
1916,0.989,"['Harry James', 'Helen Forrest']",0.246,171933,0.123,0,5vxWwZw74Img3ywxQfH2CD,0.0152,10,0.075,-13.937,1,"I Don't Want To Walk Without You - (from the film ""Sweater Girl"")",21,1939,0.0323,84.158,0.231
1917,0.844,"['Ken Darby', 'MGM Studio Chorus']",0.79,74933,0.554,0,76XbS6Xu0CsSnwRs7O1lND,0.908,5,0.48,-16.917,1,Ding-Dong! Emerald City - Outtake,25,1939-08-25,0.0585,119.785,0.3
1918,0.947,['Harry James'],0.439,192760,0.19,0,00tKAMEpapyBcrVuSXIYbM,0.93,7,0.561,-10.864,0,You Made Me Love You,21,1939,0.0303,83.508,0.233
1919,0.983,['MGM Studio Orchestra'],0.343,81640,0.101,0,0owmqTBjAQADtPPCaQ9o2L,0.863,11,0.52,-17.577,1,Leaving Munchkinland,24,1939-08-25,0.0406,111.821,0.0646
1920,0.9,['MGM Studio Orchestra'],0.681,38027,0.752,0,3tGM3CthqbDoQyqKzGYFJX,0.884,7,0.0763,-14.184,1,Farmyard - Outtake,24,1939-08-25,0.0535,114.181,0.928
1921,0.862,['MGM Studio Orchestra'],0.234,103867,0.173,0,4jo8XAFcgqBLKugLaFsSJI,0.535,9,0.342,-19.197,1,Poppies,24,1939-08-25,0.0367,110.97,0.0707
1922,0.898,['MGM Studio Orchestra'],0.259,34427,0.0509,0,30gjFPHLsQ2Es1n2pY6yoC,0.188,8,0.21,-30.363,0,Good Fairy Vanishes,23,1939-08-25,0.0344,137.205,0.0396
1923,0.804,['MGM Studio Orchestra'],0.187,53667,0.176,0,7J5gy4wBF0CuK9ev1fEU0m,0.586,0,0.212,-22.341,1,Witch On Roof - Extended Version,24,1939-08-25,0.0477,123.624,0.155
1924,0.989,['Harry James'],0.21,175200,0.254,0,2pMjdKDxWMu7jMs9dhvrTu,0.937,4,0.115,-11.831,0,Sleepy Lagoon,20,1939,0.0334,87.643,0.139
1925,0.99,['Harry James'],0.439,148893,0.419,0,5XlfPTphooPiHuIECZQ5iQ,0.923,5,0.907,-13.656,1,Ciribiribin (They're So In Love),20,1939,0.217,207.68,0.901
1926,0.951,['MGM Studio Orchestra'],0.371,74467,0.054,0,0bpa06FStsF6QogIYnU6up,0.816,1,0.107,-23.61,1,Into The Forest Of Wild Beasts,23,1939-08-25,0.0381,113.857,0.0744
1927,0.969,"['Dick Haymes', 'Harry James']",0.61,160573,0.155,0,1cRzLNNLl2ZISn6veqYkPy,0.00133,10,0.097,-14.699,1,I'll Get By (As Long As I Have You) (with Dick Haymes),20,1939,0.0351,122.175,0.531
1928,0.901,['Judy Garland'],0.231,166467,0.0426,0,1zzJOF5gOMXzqoUCbOg4JE,0.000136,8,0.153,-21.141,1,Over the Rainbow,23,1939-08-25,0.0426,77.74,0.199
1929,0.896,['Glenn Miller'],0.735,193307,0.267,0,4fsVfD5wWq6xGGkoS3xTB9,0.219,1,0.238,-12.015,1,Pennsylvania 6-5000,20,1939,0.0719,145.256,0.692
1930,0.938,['MGM Studio Orchestra'],0.124,113133,0.175,0,0d9qJydfJNSTZBnWFochm9,0.507,5,0.117,-22.098,0,Bees & Tin Woodman Lament - Partial Outtake,23,1939-08-25,0.0369,95.21,0.148
1931,0.928,"['The Debutantes', 'The Rhythmettes']",0.381,70000,0.447,0,4vXPkx9amAMJEeWKg4N4Wq,0.0993,5,0.359,-14.812,0,Optimistic Voices - Alternate Vocal Arrangement,22,1939-08-25,0.0579,117.224,0.603
1932,0.656,['MGM Studio Orchestra'],0.337,48333,0.0428,0,2Oc2gHSTsokxFaKyVQFJXV,0.568,0,0.199,-27.73,0,The Lions Confession - Outtake,23,1939-08-25,0.0474,100.901,0.265
1933,0.988,"['Billie Burke', 'The Munchkins']",0.465,43067,0.107,0,5RPIkm54K6ffzeNZP4bihv,2.37e-05,3,0.214,-19.943,1,"Come Out, Come Out...",22,1939-08-25,0.114,90.085,0.799
1934,0.913,['MGM Studio Chorus'],0.186,199160,0.308,0,6tKS7eUTy8FRrMjVlrqjsr,0.417,9,0.671,-17.346,1,The Spell - Extended Version,22,1939-08-25,0.0387,71.155,0.243
1935,0.817,['MGM Studio Orchestra'],0.534,76240,0.201,0,3vBgF6D4U37z8X5AN0Bfwg,0.0904,0,0.0745,-19.847,0,Sign On The Gate / The City Gates Opens - Extended Version,22,1939-08-25,0.0327,106.104,0.726
1936,0.828,['The Munchkins'],0.401,43373,0.706,0,5z9NapDPfgsH9aD1MzXLPR,0.0276,10,0.789,-14.691,1,We Welcome You to the Munchkin Land,21,1939-08-25,0.0708,103.014,0.732
1937,0.978,['Harry James'],0.249,199867,0.276,0,3D3U2yrhg1AhVU8BDcAiUa,0.89,3,0.109,-9.721,1,The Man With The Horn,18,1939,0.032,75.789,0.268
1938,0.848,['The Munchkins'],0.608,46960,0.756,0,5qD8N9wgJ0ljWNvg0Be5yr,0.00513,7,0.741,-13.345,1,Ding-Dong! The Witch Is Dead - Reprise,21,1939-08-25,0.0625,132.315,0.703
1939,0.915,['Judy Garland'],0.273,125227,0.0493,0,0NX85ySsp8FMsMVsUMv3FW,8.14e-05,8,0.164,-22.917,1,Over the Rainbow - Alternate Take,23,1939-08-25,0.0397,101.193,0.216
1940,0.907,['Benny Goodman'],0.678,193800,0.214,0,1yytzlalvftU5HxEldveTf,0.981,1,0.12,-12.65,1,Six Flats Unfurnished,24,1939,0.034,126.874,0.306
1941,0.725,['MGM Studio Orchestra'],0.151,193907,0.134,0,4wONQWJFPpjmF5eHTZQ57V,0.687,7,0.521,-23.122,1,At The Gates Of Emerald City - Extended Version,21,1939-08-25,0.0452,90.946,0.0398
1942,0.93,"['Billy Bletcher', 'Pinto Colveg', 'J.D. Jewkes']",0.647,32827,0.226,0,5x09KVXwZy3mlcnuINBppU,0.0,7,0.164,-18.596,1,As Mayor of the Munchkin City,20,1939-08-25,0.462,141.055,0.774
1943,0.87,['Harry Stanton'],0.737,31107,0.291,0,3WPJDNyCKbPc7u0xXC3Grd,0.0,0,0.407,-15.928,1,"As Coroner, I Must Aver",20,1939-08-25,0.156,94.148,0.971
