,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence
6285,0.142,['Bob Marley & The Wailers'],0.929,255840,0.463,0,7BfW1eoDh27W69nxsmRicb,5.26e-06,9,0.0634,-8.651,1,Buffalo Soldier,73,1983,0.308,124.084,0.757
6286,0.00719,['Quiet Riot'],0.409,290960,0.92,0,3vV3cr2TpPqFk07zxYUbla,0.00105,11,0.0823,-5.439,0,Cum on Feel the Noize,69,1983,0.12,145.085,0.37
6287,0.0514,['John Mellencamp'],0.635,283667,0.795,0,5JKQMoGmXwDHCodn5pFVHB,3.08e-06,7,0.0751,-5.313,1,Pink Houses,64,1983,0.0269,115.23,0.628
6288,0.225,['Culture Club'],0.668,252773,0.73,0,2wSAWEYUHkt92X4SBAPqZE,0.0,10,0.188,-7.182,1,Karma Chameleon - Remastered,72,1983-10-01,0.0366,92.049,0.894
6289,0.000343,['Def Leppard'],0.602,247962,0.877,0,18URo35acNKRTHfEdjTcGn,0.635,4,0.0551,-6.606,1,Photograph,65,1983-01-20,0.0515,123.679,0.617
6290,0.487,['Cyndi Lauper'],0.726,241333,0.449,0,7o9uu2GDtVDr9nsR7ZRN73,1.34e-06,0,0.0824,-9.206,1,Time After Time,72,1983-10-14,0.0286,130.388,0.294
6291,0.02,['Mötley Crüe'],0.489,195853,0.953,0,1hqrYSqvNc9x3BETX1cZhk,0.00021,0,0.113,-4.615,1,Shout At The Devil,66,1983,0.0858,94.443,0.447
6292,0.181,['Billy Joel'],0.637,217907,0.333,0,5DH7nDryMhpixm4G4B7RP9,0.0,3,0.147,-9.603,1,The Longest Time,65,1983-08-08,0.0262,84.347,0.588
6293,0.0318,['Iron Maiden'],0.285,252733,0.908,0,1Ab3hhOw1TJWDgO10vlxNZ,0.00909,4,0.311,-4.601,0,The Trooper - 2015 Remaster,60,1983-05-16,0.0705,159.756,0.669
6294,0.103,['Nena'],0.575,232467,0.555,0,4ZhPLoMzZwewHLLjV1J15c,1.3e-06,4,0.111,-7.495,1,99 Luftballons,73,1983-09-23,0.0453,95.361,0.504
6295,0.163,['Alabama'],0.444,322093,0.413,0,0bM1z18RQpr61UuI1LemIK,2.05e-05,2,0.053,-15.042,1,Dixieland Delight,62,1983,0.0326,95.738,0.573
6296,0.175,['Yes'],0.744,268507,0.798,0,0GTK6TesV108Jj5D3MHsYb,0.00367,7,0.26,-5.981,1,Owner of a Lonely Heart,69,1983-06-01,0.0364,125.061,0.89
6297,0.00644,['Talking Heads'],0.779,241920,0.87,0,2VNfJpwdEQBLyXajaa6LWT,0.0107,5,0.0399,-13.141,0,Burning Down the House,65,1983-06-01,0.0574,102.689,0.555
6298,0.0274,['Stevie Ray Vaughan'],0.427,219587,0.626,0,1a2iF9XymafjRk56q7oCxo,0.00395,8,0.106,-11.821,1,Pride and Joy,65,1983,0.0385,126.877,0.743
6299,0.224,['Genesis'],0.697,265533,0.627,0,2zFdsAIk9r2Mi7Lmm1w3sM,0.0138,4,0.06,-7.941,0,That's All - 2007 Remaster,61,1983-10-03,0.0328,87.695,0.797
6300,0.0642,['Dio'],0.476,353787,0.901,0,57fqmDaokbxZ3TaB0jp39q,0.158,8,0.0557,-6.751,1,Holy Diver,61,1983,0.0975,91.955,0.109
6301,0.147,['Night Ranger'],0.448,302933,0.35,0,57trQKFZdJxHia4sMJioWk,2.27e-06,5,0.0842,-16.239,1,Sister Christian,62,1983-01-01,0.0393,177.279,0.234
6302,0.00322,['ZZ Top'],0.63,241080,0.788,0,0OBwxFLu6Yj61s2OagYbgY,0.0237,5,0.0883,-6.7,1,Gimme All Your Lovin',69,1983-03-23,0.0298,120.059,0.63
6303,0.0891,['Michael Sembello'],0.617,244707,0.533,0,0QKfiqpEU4h9ycPSzIFwYe,4.04e-06,3,0.0415,-11.516,0,Maniac,74,1983-04-11,0.0651,158.86,0.835
6304,0.000692,['Dio'],0.512,256933,0.947,0,2PpNgmrS9mAyrkRAwn6YPq,0.114,9,0.0283,-5.659,0,Rainbow in the Dark,61,1983,0.0401,117.461,0.612
6305,0.0125,['David Bowie'],0.654,457676,0.743,0,3ix6K4wZY29bCujrSznwFZ,0.0272,10,0.153,-7.44,0,Let's Dance - 2018 Remaster,70,1983-04-14,0.0605,114.846,0.632
6306,0.00375,['David Bowie'],0.358,288339,0.938,0,3gxEZXUjrNbl3TlSrTGbR5,9.2e-06,0,0.117,-5.577,1,Modern Love - 2018 Remaster,69,1983-04-14,0.0483,182.836,0.944
6307,0.00101,['New Order'],0.372,315333,0.91,0,2EEinN4Zk8MUv4OQuLsTBj,0.0944,2,0.13,-5.559,1,Age of Consent - 2015 Remaster,66,1983-05-02,0.0392,161.964,0.756
6308,0.00253,['Ozzy Osbourne'],0.303,257120,0.961,0,2E7W1X4maFFcjHrVrFA7Vs,6.2e-05,9,0.132,-5.333,0,Bark at the Moon,65,1983-12-10,0.243,146.591,0.305
6309,0.234,['Marvin Gaye'],0.855,255133,0.847,0,7ohR0qPH6f2Vuj2pUNanJG,0.00062,2,0.345,-9.019,1,Got To Give It Up - Pt. 1,65,1983-08-22,0.042,122.644,0.89
6310,0.217,['Elton John'],0.673,285333,0.663,0,23l1kVpqMVREiwU1YAlcr4,0.017,0,0.177,-7.29,1,I Guess That's Why They Call It The Blues,68,1983-05-30,0.0269,120.634,0.671
6311,0.0434,['Quiet Riot'],0.494,316867,0.933,0,28clONjZmul6FjfO6tZQDE,0.00108,2,0.228,-5.977,1,Metal Health (Bang Your Head),62,1983,0.0808,121.201,0.507
6312,0.00802,['Def Leppard'],0.706,247829,0.785,0,2AmEv442DGwSxMGZ9XEvBA,0.0319,11,0.195,-7.666,0,Rock Of Ages,62,1983-01-20,0.041,105.893,0.636
6313,0.258,['Lionel Richie'],0.522,195133,0.346,0,0ROwoz82DIW4tOzkxYnSjf,0.0,5,0.114,-15.462,1,Stuck On You,60,1983-01-01,0.0297,131.692,0.27
6314,0.402,['U2'],0.543,279440,0.944,0,6C4LXC9UFH1IKiHYOp0BiJ,0.000564,6,0.0373,-7.495,1,Sunday Bloody Sunday - Remastered 2008,71,1983-02-28,0.0543,101.174,0.735
6315,0.0364,['Metallica'],0.439,414720,0.963,0,5DrNFzZZZVfXaEZCaceKnp,0.00896,9,0.0784,-5.508,1,Seek & Destroy (Remastered),59,1983-07-25,0.277,140.805,0.435
6316,0.414,['Lionel Richie'],0.487,251107,0.246,0,0mHyWYXmmCB9iQyK18m3FQ,0.0,9,0.0983,-14.104,0,Hello,59,1983-01-01,0.0376,61.084,0.0562
6317,0.0285,['Madness'],0.601,201133,0.649,0,1qV6e4ITnfGmA6m6Vklvbi,7.71e-05,7,0.127,-10.57,1,Our House,59,1983-01,0.0554,121.66,0.708
6318,0.0033,['Mötley Crüe'],0.485,249013,0.945,0,5uRN4EmPA7BWs5f4xsIl0Z,0.00525,0,0.0997,-5.954,1,Looks That Kill,62,1983,0.0402,135.957,0.731
6319,0.0177,['Billy Idol'],0.391,299240,0.815,0,0pUVeEgZuNyFzIMKp67RbS,0.00226,9,0.276,-6.197,1,Eyes Without A Face,67,1983-11-01,0.0518,84.383,0.647
6320,0.661,['The Isley Brothers'],0.719,340013,0.377,0,3ApIYu95WxjzpQCnsLBbrv,0.0,9,0.0902,-12.585,0,Between the Sheets,60,1983-08-21,0.0974,83.919,0.575
6321,0.186,['Styx'],0.663,328707,0.482,0,7C0rG4oWO7VeZcffyW1sK9,0.0,1,0.0521,-12.093,1,Mr. Roboto,60,1983-01-01,0.0479,144.13,0.314
6322,0.0709,['Tears For Fears'],0.647,215400,0.896,0,0Qv7xi6uPSqH2k82tOkGSt,0.0505,4,0.0614,-5.949,1,Mad World,65,1983-03-07,0.0509,118.729,0.953
6323,0.179,['KISS'],0.681,236640,0.773,0,3cXiUuiGpFmZ8OdAWKk8Ck,1.83e-05,2,0.311,-6.051,1,Lick It Up,63,1983-09-18,0.058,120.276,0.547
6324,0.00399,['John Mellencamp'],0.495,229240,0.969,0,38Lf9Im0jQhAaKx8ehQM1S,2.55e-05,2,0.404,-4.994,1,Authority Song,58,1983,0.0427,156.135,0.966
6325,0.0342,['Eddie Money'],0.614,187800,0.789,0,1PUwqWUz1Zz345y1s9YRv1,0.00132,9,0.114,-10.241,1,Shakin',56,1983,0.0342,113.701,0.899
6326,0.0404,['Suicidal Tendencies'],0.358,229960,0.804,0,7G83ZwD2msTtFaBQExc8QB,0.0,0,0.111,-8.534,1,Institutionalized,58,1983,0.302,91.842,0.625
6327,0.767,"['Kenny Rogers', 'Sheena Easton']",0.543,234560,0.227,0,5vXsj8L4DK1gGQ43BBG028,4.29e-05,8,0.103,-11.247,1,We've Got Tonight,66,1983-02-11,0.0298,123.548,0.292
6328,0.0436,['Men Without Hats'],0.765,278227,0.824,0,2IqPRjJAcLvPqAEbnB2VJz,2.75e-05,0,0.16,-6.354,1,The Safety Dance - Extended Dance Version,55,1983-01-01,0.0386,100.193,0.349
6329,0.00957,['ZZ Top'],0.611,273907,0.946,0,7t6CAWplijBj4sdl0q3z0e,0.0708,4,0.36,-5.357,1,Legs - 2008 Remaster,61,1983-03-23,0.0378,125.398,0.763
6330,0.0251,['Madonna'],0.813,231560,0.699,0,3ibAzRj9JnowdoLkyllk3n,0.0135,7,0.0527,-8.656,1,Holiday,59,1983-07-27,0.0458,117.548,0.732
6331,0.000788,['Stevie Ray Vaughan'],0.256,320907,0.423,0,5MtN38MGEWJt60LwtBmFNP,0.402,6,0.25,-11.994,1,Texas Flood,58,1983,0.035,173.27,0.441
6332,0.00392,['Accept'],0.544,342600,0.739,0,2dbOYFfS7r7NAzquRvji9A,0.000143,9,0.168,-7.383,1,Balls to the Wall,60,1983,0.0517,118.287,0.328
6333,0.0702,['Jimmy Buffett'],0.725,235133,0.693,0,2ICMnjBhI7xQhI6dV3Z78P,0.000451,7,0.153,-12.889,1,Brown Eyed Girl,55,1983,0.0453,132.787,0.947
6334,0.0289,['The Romantics'],0.72,235093,0.967,0,7fRvtXvJMpGfTLdF0M09a1,0.000345,9,0.142,-4.434,0,Talking In Your Sleep,61,1983-02-14,0.0343,129.766,0.977
6335,0.126,['Naked Eyes'],0.609,219373,0.777,0,3ZXcjz3A5vNsR5dA1e6ITl,0.0,7,0.519,-5.853,1,Always Something There to Remind Me - 2018 Remaster,57,1983-01-01,0.0377,149.252,0.682
6336,0.000337,['Def Leppard'],0.608,274118,0.787,0,1wv8bYmoqY3TAKKQY3Qn7t,0.00782,9,0.111,-6.703,0,Foolin',56,1983-01-20,0.0277,113.796,0.474
6337,0.198,['The Fixx'],0.789,199827,0.945,0,5B37ocpk2zxeZL1lq5F6ui,3.11e-06,5,0.0617,-5.219,0,One Thing Leads To Another,56,1983-05-15,0.0482,136.745,0.965
6338,0.259,['Wang Chung'],0.663,240800,0.588,0,3OM0cHwmJv6ZpsCgrEzXPh,0.00626,0,0.221,-14.416,1,Dance Hall Days,56,1983,0.0405,102.738,0.537
6339,0.0141,['Eurythmics'],0.648,294587,0.755,0,78RIER8V6EhrqVPOBi2GYa,0.000249,0,0.225,-7.901,1,Here Comes the Rain Again - Remastered Version,62,1983-11-14,0.03,126.341,0.607
6340,0.00487,['Soda Stereo'],0.542,212893,0.714,0,2WD9ggmpZE7Wodh3qVVCgg,0.298,2,0.334,-8.045,1,De Música Ligera,53,1983,0.028,124.26,0.76
6341,0.402,['U2'],0.543,279440,0.944,0,4nuUssdgKFy2QyYHHNkZQW,0.000564,6,0.0373,-7.495,1,Sunday Bloody Sunday - Remastered 2008,65,1983-02-28,0.0543,101.174,0.735
6342,0.0104,['Eddie Money'],0.486,188533,0.83,0,6mJQe0vTIojlxwyMwwy6YR,0.000475,3,0.0635,-10.815,1,Think I'm In Love,54,1983,0.037,151.869,0.652
6343,0.0237,['The The'],0.576,296333,0.703,0,3zf2eLN9Yf8ayZO5cn4Xh5,0.0013,10,0.0752,-10.913,1,This Is the Day,53,1983,0.0486,141.567,0.684
6344,0.181,['Bob Marley & The Wailers'],0.904,327133,0.33,0,2wFw6mZzzABL9gktquq7I5,0.0254,0,0.0471,-11.117,1,Rastaman Live Up,61,1983,0.124,130.688,0.7
6345,0.0882,['Stevie Ray Vaughan'],0.678,166960,0.493,0,0nFZ2HQRnIxiwraCm2X6Uq,0.153,8,0.264,-13.782,1,Mary Had a Little Lamb,58,1983,0.0302,122.627,0.914
6346,0.253,['Exile'],0.741,214400,0.267,0,3FGcQkWQlkeB82RdZwlw8V,0.000447,0,0.0987,-17.204,1,Kiss You All Over,59,1983,0.0285,102.428,0.497
6347,0.512,['Cyndi Lauper'],0.728,241160,0.454,0,6G41H0Zd0kQ1WXWDoEotoJ,1.39e-06,0,0.0831,-9.281,1,Time After Time,61,1983,0.0278,130.368,0.323
6348,0.255,['Violent Femmes'],0.661,176720,0.662,0,0Jf9d1BEYPcxK8NwGj194O,0.0,4,0.131,-8.88,0,Kiss Off,55,1983-04-13,0.0931,87.119,0.825
6349,0.00171,['Metallica'],0.222,432547,0.938,0,4YPgTCGJWAlHQ5g6eWoM8r,0.0845,0,0.108,-6.91,1,The Four Horsemen (Remastered),53,1983-07-25,0.375,203.098,0.329
6350,0.0766,['Bryan Adams'],0.587,211933,0.237,0,5eaK7PLGwyDXmHfTdWZZuE,0.0,0,0.139,-18.466,1,Straight From The Heart,54,1983-01-18,0.0272,84.764,0.366
6351,0.039,['David Bowie'],0.651,333817,0.699,0,5Ei9o2fHEnfHb84YrPuz4v,0.0659,4,0.124,-7.867,0,China Girl - 2018 Remaster,61,1983-04-14,0.0277,133.793,0.832
6352,0.0867,['The Pointer Sisters'],0.846,262560,0.826,0,1kIu9zpYtWjgrLlsactlna,0.0,10,0.12,-7.909,0,Jump (Original Mix),52,1983-04-01,0.098,134.454,0.813
6353,0.348,['Bonnie Tyler'],0.439,418000,0.512,0,1VrfLrBviw9A6JzRoo3t2C,0.0,8,0.154,-12.875,1,Total Eclipse of the Heart,62,1983-04-11,0.0515,131.386,0.197
6354,0.199,['Marvin Gaye'],0.724,196707,0.346,0,37j56IWzpplKE5zrlQRmxc,0.0,3,0.111,-11.256,0,I Heard It Through The Grapevine,68,1983-08-22,0.0366,117.188,0.637
6355,0.00184,['Big Country'],0.641,284067,0.775,0,1tAFvq63jO3n9WaDCZPJNh,0.177,9,0.0948,-6.419,1,In A Big Country,53,1983-07-15,0.0498,126.174,0.854
6356,0.0364,['Metallica'],0.439,414720,0.963,0,6vVRtEW5T51Zd8qnyrshR1,0.00896,9,0.0784,-5.508,1,Seek & Destroy (Remastered),53,1983-07-25,0.277,140.805,0.435
6357,0.389,['The Police'],0.518,299040,0.725,0,1V15l05snHYHYVxerjMFGo,0.000192,2,0.0671,-8.854,1,King Of Pain,59,1983-06-17,0.0338,124.151,0.646
6358,0.216,"['Rufus', 'Chaka Khan']",0.808,285573,0.623,0,53Za5vyGc1x7GxgJVRjRKc,0.000396,10,0.0782,-15.805,0,Ain't Nobody,62,1983,0.0463,104.299,0.767
6359,0.00535,['David Bowie'],0.654,247600,0.641,0,4cVHMHgmWgudD399ZdhQ3L,0.00321,8,0.209,-9.771,1,Let's Dance - 2002 Remaster,65,1983,0.0482,114.696,0.794
6360,0.00914,['Dokken'],0.526,231693,0.9,0,2W7CvGjipq3EmHqNGN7lN9,0.0,4,0.277,-4.76,0,Breaking the Chains,56,1983,0.0531,125.349,0.458
6361,0.135,['Mötley Crüe'],0.486,212653,0.811,0,2rVZC1JG8pBIuUUdrpvjPx,0.0419,7,0.125,-5.853,0,Too Young To Fall In Love,56,1983,0.0346,99.595,0.852
6362,0.0684,['The Tubes'],0.689,240667,0.789,0,7HF88mJXq8DpotZohoW2mo,0.000516,2,0.297,-8.565,1,She's A Beauty - Remastered 1991,52,1983,0.0359,110.739,0.631
6363,0.17,['Christopher Cross'],0.711,253653,0.647,0,5tE2kEW1Jom3Qc93UPBT79,0.0,6,0.234,-5.225,0,All Right,63,1983,0.0353,132.752,0.504
6364,0.274,['Violent Femmes'],0.41,284333,0.763,1,3G19lVvFje61D7q1uG3QjD,1.36e-05,4,0.0553,-7.904,1,Add It Up,55,1983-04-13,0.338,172.295,0.649
6365,0.101,['Kajagoogoo'],0.714,222320,0.709,0,6WEBIVqiEsevfgJefTyuQQ,9.38e-05,5,0.0786,-11.067,0,Too Shy,59,1983,0.0743,108.018,0.728
6366,0.0357,['John Cafferty & the Beaver Brown Band'],0.392,161827,0.727,0,7DhNAYOzIRkEFqimYl2s1G,0.000239,9,0.754,-11.913,1,On The Dark Side,50,1983-03-31,0.155,171.653,0.365
6367,0.605,['Earl Thomas Conley'],0.64,190653,0.317,0,3bQt4ZM4WM4NDgulry4fTn,5.14e-06,7,0.118,-14.229,1,Holding Her and Loving You,52,1983,0.0307,125.935,0.3
6368,0.932,['Brian Eno'],0.257,266200,0.0906,0,1vgSaC0BPlL6LEm4Xsx59J,0.985,8,0.0786,-25.381,1,An Ending (Ascent) - Remastered 2005,59,1983-07-01,0.07,67.46,0.0451
6369,0.0299,"['Peter Tosh', 'John Benitez']",0.749,244253,0.849,0,5uPYEStMW3KsXnnLV7iCTw,0.000168,4,0.115,-5.761,0,Johnny B Goode - 2002 Remaster,62,1983,0.0544,145.169,0.959
6370,0.222,['Jimmy Buffett'],0.548,344507,0.46,0,44UqG68nsYIsJGQQXybDN8,5.96e-05,4,0.0661,-15.412,1,One Particular Harbour,51,1983,0.0457,92.563,0.829
6371,0.315,['Robert Plant'],0.556,306453,0.592,0,7257drAN3eTtaaUUPw95B3,0.00334,9,0.196,-8.519,0,Big Log - 2006 Remaster,58,1983,0.0287,180.645,0.675
6372,0.0183,['Bryan Adams'],0.508,216053,0.834,0,0GONea6G2XdnHWjNZd6zt3,0.0,2,0.0732,-6.205,1,Summer Of '69,81,1984-11-05,0.0386,139.131,0.774
6373,0.501,['Don Henley'],0.516,288733,0.549,0,4gvea7UlDkAvsJBPZAd4oB,0.00572,6,0.184,-13.741,1,The Boys Of Summer,76,1984-01-01,0.0373,176.941,0.907
6374,0.00124,['Van Halen'],0.527,210227,0.978,0,05RgAMGypEvqhNs5hPCbMS,4.75e-05,8,0.0744,-5.436,1,Panama - 2015 Remaster,74,1984-01-04,0.109,141.169,0.463
6375,0.272,['Wham!'],0.62,231333,0.574,0,0ikz6tENMONtK6qGkOrU3c,0.0,0,0.0607,-11.893,1,Wake Me up Before You Go-Go,79,1984-10-23,0.0421,81.548,0.9
6376,0.171,['Van Halen'],0.572,241600,0.835,0,7N3PAbqfTjSEU1edb2tY8j,0.000376,0,0.0702,-6.219,1,Jump - 2015 Remaster,78,1984-01-04,0.0317,129.994,0.796
6377,0.0115,['Bruce Springsteen'],0.527,241307,0.942,0,7FwBtcecmlpc1sLySPXeGE,0.0,1,0.188,-5.64,0,Dancing In the Dark,77,1984-06-04,0.0366,148.723,0.495
6378,0.155,['REO Speedwagon'],0.408,294773,0.48,0,5WwqdeavrQrbeAMDxGawse,1.82e-05,9,0.0877,-11.017,1,Can't Fight This Feeling,74,1984-11-05,0.0266,156.344,0.19
6379,0.000373,['Bruce Springsteen'],0.398,278680,0.952,0,0dOg1ySSI7NkpAe89Zo0b9,7.75e-05,4,0.1,-6.042,1,Born in the U.S.A.,75,1984-06-04,0.061,122.093,0.584
6380,0.193,['Foreigner'],0.477,304787,0.471,0,1JLn8RhQzHz3qDqsChcmBl,1.76e-06,6,0.131,-10.036,1,I Want to Know What Love Is - 1999 Remaster,77,1984-12-12,0.0277,81.204,0.423
6381,0.0353,['Prince'],0.367,520787,0.452,0,54X78diSLoUDI3joC2bjMz,0.00228,10,0.689,-10.422,1,Purple Rain,75,1984-06-25,0.0307,113.066,0.189
6382,0.0127,['Twisted Sister'],0.502,219667,0.924,0,1hlveB9M6ijHZRbzZ2teyh,0.0,4,0.162,-6.299,1,We're Not Gonna Take It,73,1984,0.0503,149.186,0.922
6383,0.0102,['Prince'],0.729,352906,0.989,0,51H2y6YrNNXcy3dfc3qSbA,4.45e-05,9,0.443,-4.613,0,When Doves Cry,71,1984-06-25,0.049,126.47,0.84
6384,0.00631,['Metallica'],0.512,309973,0.86,0,51YZAJhOwIC5Gg3jMbAmhZ,0.00528,0,0.0652,-6.145,1,For Whom The Bell Tolls (Remastered),66,1984-07-27,0.0703,117.909,0.258
6385,0.589,['Bruce Springsteen'],0.62,155880,0.446,0,3PzsbWSQdLCKDLxn7YZfkM,0.0299,1,0.0727,-14.451,0,I'm On Fire,74,1984-06-04,0.0347,88.591,0.868
6386,0.000652,['Van Halen'],0.551,282747,0.947,0,6QDbGdbJ57Mtkflsg42WV5,0.000257,2,0.0637,-4.671,1,Hot for Teacher - 2015 Remaster,68,1984-01-04,0.152,127.657,0.466
6387,0.179,['Queen'],0.744,348227,0.502,0,1HmzAZUvhQLhLo2z3ocpZI,0.000172,5,0.19,-7.705,1,Radio Ga Ga - 2011 Mix,65,1984-02-27,0.0359,112.345,0.655
6388,0.368,['Chicago'],0.583,229240,0.602,0,36lkJSDyMEZoWTqtRj8Q8q,0.0,11,0.22,-6.364,1,You're the Inspiration - 2006 Remaster,72,1984-05-14,0.0274,74.008,0.388
6389,0.0984,['Kenny Loggins'],0.583,226827,0.905,0,2vz1CsL5WBsbpBcwgboTAw,0.00019,2,0.0593,-6.132,1,"Footloose - From ""Footloose"" Soundtrack",72,1984,0.0733,173.982,0.646
6390,0.00543,['Scorpions'],0.482,252493,0.617,0,58XWGx7KNNkKneHdprcprX,0.000146,4,0.284,-12.931,0,Rock You Like A Hurricane,67,1984-03-27,0.0458,125.697,0.718
6391,0.00509,['The Smiths'],0.611,162920,0.846,0,1FvDJ9KGxcqwv1utyPL3JZ,0.0,11,0.0784,-5.9,1,This Charming Man - 2011 Remaster,72,1984-02-20,0.0436,103.912,0.751
6392,0.0465,['Bryan Adams'],0.382,243360,0.589,0,7Ewz6bJ97vUqk5HdkvguFQ,0.0,9,0.122,-7.315,0,Heaven,76,1984-11-05,0.0267,140.059,0.335
6393,0.00512,['Twisted Sister'],0.504,179760,0.911,0,70Z9t1qhytWtG4cCmmi7mU,0.0123,2,0.355,-2.97,1,I Wanna Rock,70,1984,0.0738,106.244,0.671
6394,0.0853,['Queen'],0.795,258013,0.433,0,7h2yhVxcZOGyQdOwD4Hu8J,0.000284,4,0.0762,-8.927,1,I Want To Break Free - Remastered 2011,63,1984-02-27,0.0324,108.947,0.6
6395,0.000854,['The Smiths'],0.398,408173,0.93,0,1YrnDTqvcnUKxAIeXyaEmU,0.121,11,0.0874,-6.76,1,How Soon Is Now? - 2011 Remaster,70,1984,0.0615,190.818,0.725
6396,0.00311,['Metallica'],0.256,417227,0.929,0,0dqGfCMAGyDgpUAgLNOjWd,0.201,7,0.11,-6.667,1,Fade To Black (Remastered),62,1984-07-27,0.113,113.47,0.278
6397,0.00682,['Ratt'],0.628,265893,0.934,0,5B6Z7NwVqA7W3UFiqBdEJC,1.11e-05,11,0.0852,-6.026,1,Round and Round,64,1984-02-14,0.0527,126.538,0.491
6398,0.528,['Pat Benatar'],0.706,221133,0.322,0,665Jxlgi1HamPKbW1vwzx4,2.37e-06,5,0.576,-14.108,1,We Belong,67,1984,0.0467,135.154,0.305
6399,0.0457,['Bruce Springsteen'],0.574,254733,0.96,0,2Y90nL1ohB4sgYELDs7uNx,0.0,9,0.121,-4.906,1,Glory Days,68,1984-06-04,0.032,117.486,0.978
6400,0.105,"['Philip Bailey', 'Phil Collins']",0.74,305867,0.923,0,5LYJ631w9ps5h9tdvac7yP,0.000163,1,0.0825,-5.082,1,Easy Lover,65,1984-10-01,0.0369,128.871,0.93
6401,0.052,['John Waite'],0.552,269760,0.552,0,1Qrdlkgg9I4J7r3P4kZNwr,0.0,11,0.046,-9.736,0,Missing You,70,1984-01-01,0.0364,208.571,0.593
6402,0.124,['The Cars'],0.582,234493,0.606,0,3wfujdbamR3Z46F4xav7LM,0.00139,6,0.151,-9.961,1,Drive,69,1984-03-13,0.0289,111.441,0.504
6403,0.00375,['Bon Jovi'],0.475,230667,0.899,0,0X1sqQ652p1sceKM2nJlIJ,1.91e-05,9,0.14,-4.321,0,Runaway,69,1984-01-01,0.0637,152.445,0.603
6404,0.42,['Alphaville'],0.489,226706,0.483,0,4S1VYqwfkLit9mKVY3MXoo,0.0028,9,0.236,-9.466,0,Forever Young,73,1984-09-27,0.0275,136.822,0.333
6405,0.372,['Steve Perry'],0.333,229347,0.695,0,4zEi4tr3lEhiAvTRxEzbEz,7.13e-06,5,0.107,-5.116,1,Oh Sherrie,63,1984-04-01,0.0465,203.753,0.317
6406,0.0192,['Prince'],0.309,280000,0.93,1,0QeI79sp1vS8L3JgpEO7mD,0.0022,11,0.106,-6.399,1,Let's Go Crazy,63,1984-06-25,0.125,195.815,0.376
6407,0.326,['Frankie Goes To Hollywood'],0.676,236800,0.695,0,2K22nUTdyr48JDwI5t906t,1.09e-05,11,0.0462,-13.395,0,Relax,70,1984-10-20,0.0392,114.93,0.691
6408,0.197,['Talk Talk'],0.627,232400,0.802,0,4jhsuQCUCJKA5f0bXb6XdJ,0.784,0,0.404,-8.432,1,It's My Life - 1997 Remaster,69,1984,0.0348,126.283,0.867
6409,0.202,['Madonna'],0.773,218627,0.656,0,1ZPlNanZsJSPK5h9YZZFbZ,0.00323,3,0.0697,-10.88,0,Like a Virgin,70,1984-11-12,0.0381,119.754,0.971
6410,0.0862,['Prince'],0.731,178987,0.75,0,6fBwVe6udYdnRqwqo06if8,0.000388,2,0.202,-10.457,1,I Would Die 4 U,61,1984-06-25,0.0321,135.406,0.639
6411,0.00214,['Sammy Hagar'],0.537,254467,0.645,0,1MqGKtY9L5qjPi8s7gX645,3.21e-05,9,0.0911,-12.362,1,I Can't Drive 55,59,1984-01-01,0.0308,133.745,0.848
6412,0.115,['The Cars'],0.261,234332,0.703,0,2lFFiNm0XtgJ6wkdncTB4k,0.00078,6,0.102,-7.871,1,Drive - 2017 Remaster,68,1984,0.0414,83.495,0.405
6413,0.27,['Bananarama'],0.666,215326,0.871,0,2EGaDf0cPX789H3LNeB03D,0.0208,1,0.263,-6.017,0,Cruel Summer,63,1984-01-01,0.0272,108.501,0.936
6414,0.141,['The Cars'],0.71,185026,0.774,0,7BvuV4c1BGhaRapcXvRu5z,0.0136,2,0.0348,-9.335,1,You Might Think,60,1984-03-13,0.0333,133.924,0.966
6415,0.523,['Los Tigres Del Norte'],0.817,186720,0.305,0,6WDwbOSL8PGwokjxxZ7FDG,0.0,9,0.0325,-10.975,1,La Banda Del Carro Rojo,63,1984-01-01,0.07,108.358,0.809
6416,0.281,['Los Bukis'],0.432,178240,0.643,0,7yMWuJ6JOZ8Joo5gQrNaYA,0.0,9,0.08,-9.168,1,Yo Te Necesito,61,1984-01-01,0.0533,181.519,0.773
6417,0.00376,['KISS'],0.679,201400,0.866,0,1brpdmqkx3kSxyqzqXfW7J,3.1e-05,0,0.312,-6.053,1,Heaven's On Fire,65,1984-09-13,0.0634,124.325,0.785
6418,0.534,['The Smiths'],0.241,112707,0.468,0,6BrMEbPSSj55nQhkgf6DnE,0.0,2,0.161,-9.579,1,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",65,1984,0.0272,91.581,0.451
6419,0.658,['Thompson Twins'],0.787,286667,0.517,0,0BJU4rYOfj43xHw6gvTIwE,1.07e-05,7,0.292,-12.794,1,Hold Me Now,56,1984-10-01,0.0332,108.186,0.885
6420,0.288,['Bronski Beat'],0.685,302413,0.584,0,5vmRQ3zELMLUQPo2FLQ76x,0.00918,5,0.124,-10.616,0,Smalltown Boy,71,1984-10-15,0.0276,134.546,0.939
