genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,time_signature
adoracao,0.2605236,0.462864,310860.476,0.564208,0.00092195954,0.15964419999999999,-7.700569999999999,0.054832599999999995,118.003324,0.284132,25.53,9,1,4
adoracion,0.3082853069444445,0.47797222222222224,283060.94444444444,0.6785277777777777,0.0672559363888889,0.19641666666666668,-6.309888888888889,0.04925555555555556,138.3896111111111,0.3823722222222223,20.833333333333332,7,1,4
adult standards,0.5084148503900215,0.5624463497020072,221171.0806124812,0.4906521013676014,0.09047592067073633,0.20898659505680614,-9.621555710760616,0.07771711294895549,113.21757173049903,0.4860794469475178,24.20935741473102,7,1,4
afghan pop,0.281345,0.7028928571428571,238548.7857142857,0.7549642857142855,0.011529232857142857,0.11437142857142857,-5.741,0.16428928571428575,135.19014285714283,0.7140357142857143,17.892857142857142,7,0,4
african electronic,0.26,0.722,201849.0,0.831,0.752,0.0645,-4.238,0.139,191.977,0.684,40.0,6,0,3
african gospel,0.308784,0.44825000000000004,328723.55,0.6451,0.07309100300000002,0.15596000000000004,-7.744149999999999,0.06329499999999999,133.72385,0.47145000000000004,19.5,11,1,3
african percussion,0.23800000000000002,0.6303333333333333,216684.3333333333,0.8676666666666667,0.0014933333333333333,0.14113333333333336,-3.4800000000000004,0.17700000000000002,113.73533333333334,0.8606666666666666,21.66666666666667,10,1,4
african reggae,0.000941,0.528,238160.0,0.846,1.81e-06,0.115,-5.31,0.113,140.153,0.247,36.0,9,1,4
african rock,0.06960000000000001,0.6859999999999999,241104.66666666666,0.7436666666666666,2.2466666666666666e-05,0.3063,-6.841666666666666,0.1218,154.3516666666667,0.5463333333333333,17.333333333333332,7,0,4
afro dancehall,0.2828609890923049,0.7570683014354064,212916.93525285367,0.7048818060712797,0.012605291933367924,0.13912345410003307,-5.513318781187203,0.13149077714761925,118.89592066837852,0.6884777394961604,31.805538929223136,1,1,4
afro house,0.13582038797402596,0.6665051948051949,241409.14415584411,0.7043714285714286,0.20886867350649352,0.2310607792207792,-7.945222077922079,0.14893090909090909,120.10795454545455,0.49757298701298697,26.5987012987013,1,1,4
afro psych,0.16032000000000002,0.6832,200626.6,0.5852,0.423,0.09796,-11.0586,0.06727999999999999,122.9532,0.696,14.6,4,1,4
afro-funk,0.15047818181818184,0.6672181818181818,277182.63636363635,0.7930181818181817,0.2607256363636364,0.33914545454545464,-8.264454545454544,0.07912000000000001,117.74549090909092,0.7959999999999998,16.181818181818183,9,1,4
afrobeat,0.24989139053030304,0.6479469696969699,268650.7772727273,0.7321515151515153,0.2741895892462121,0.18483246212121215,-7.607066287878788,0.07516564393939394,120.03505643939394,0.6733045454545455,18.725,7,1,4
afrobeat brasileiro,0.4774999999999999,0.735,209083.5,0.793,0.0006455400000000001,0.2002,-6.173500000000001,0.048949999999999994,122.0155,0.835,21.5,2,1,4
afrofuturism,0.2080403728247386,0.6005467585947192,261638.91421407054,0.6136731796030481,0.14115766812656386,0.15482619227361333,-8.470530169014708,0.11236988149034204,112.69668455963142,0.4501776941343257,32.68471314017367,1,1,4
afrofuturismo brasileiro,0.14456111111111108,0.6875185185185185,208035.77777777775,0.7436481481481482,0.09102411111111113,0.292712962962963,-5.5130185185185185,0.13613703703703706,117.62435185185184,0.5161111111111111,47.61111111111111,5,0,4
afropop,0.27772225288435975,0.7415404145744605,229749.2806469481,0.7149295222686671,0.03640179759201179,0.15528487874150698,-6.0489776835919935,0.12245482609313203,117.16717109370887,0.710849247791682,29.99563072161756,7,1,4
aggrotech,0.0211796375,0.601175,258314.6125,0.8742125000000001,0.27169839275,0.15013875,-6.3022625,0.06919125000000001,123.09182499999999,0.3851375,21.4875,5,1,4
alabama indie,0.23256857142857143,0.5094835164835165,226073.04395604396,0.5756648351648351,0.05355193890109889,0.2058049450549451,-7.6432142857142855,0.04268461538461538,120.81107142857142,0.4582725274725275,21.087912087912084,9,1,4
alabama metal,0.00119033,0.4566000000000001,254002.6,0.992,2.74e-07,0.3347,-2.7296000000000005,0.1426,135.68070000000003,0.19511000000000006,43.7,11,1,4
alabama rap,0.29227802182539686,0.6842812423687423,203970.4949023199,0.5492865613553114,0.0034259617945665444,0.20259755647130648,-8.96328315781441,0.20673876602564104,119.5616481303419,0.33731229242979244,22.83669108669109,9,1,4
albanian hip hop,0.19740404761904762,0.7436908163265307,194350.05850340138,0.6655544217687076,0.003779094880952381,0.16295578231292518,-6.543690136054422,0.2050171768707483,119.87194047619047,0.567743537414966,28.93299319727891,1,1,4
albanian pop,0.18616222689075626,0.7458697478991596,194862.9642857143,0.6316533613445376,0.0004244433403361345,0.14122121848739494,-6.651831932773109,0.18757457983193276,112.06853571428572,0.5091239495798319,28.758403361344534,1,0,4
albany ny indie,0.3122022222222222,0.5894999999999999,235722.44444444444,0.5688888888888889,0.033416020000000005,0.1275111111111111,-7.929166666666666,0.04057222222222221,99.19683333333334,0.4579888888888889,9.444444444444445,11,0,4
alberta country,0.1797314929971989,0.5915492296918767,193293.5136554622,0.734735644257703,6.69216106442577e-05,0.1625456162464986,-5.680079481792717,0.05283688375350141,124.44486148459384,0.575408543417367,26.544187675070027,8,1,4
alberta hip hop,0.3713166666666667,0.5444166666666665,164336.85,0.6627833333333333,0.006708438166666666,0.19564333333333334,-7.721216666666668,0.18711666666666668,101.76346666666667,0.5902000000000001,16.666666666666668,4,0,4
album rock,0.2172893063050933,0.5358228980565712,249076.28945044425,0.660028882604581,0.12617116415782356,0.28662200533253734,-8.474703114525791,0.09317566897845922,126.1165879860246,0.43732081656073407,23.166850102425677,7,1,4
albuquerque indie,0.2723204787878788,0.45917689393939404,218717.6477272727,0.6290189393939395,0.39806453484848486,0.20934545454545453,-7.612015151515151,0.03671022727272727,115.99459090909092,0.48931022727272727,32.61363636363637,10,1,4
alt-idol,0.07672796515151514,0.5141181818181818,234288.97121212122,0.9325787878787879,0.14878601881818182,0.22422924242424241,-2.9676393939393932,0.10195303030303031,126.39792878787881,0.5017530303030302,27.15757575757576,6,1,4
alternative americana,0.27904055555555557,0.5473472222222223,221833.08333333334,0.6509652777777779,0.02978736888888889,0.1795791666666667,-6.6563888888888885,0.058296527777777794,120.67120833333337,0.5365819444444445,25.743055555555557,8,1,4
alternative ccm,0.37953721875,0.5527083333333334,240405.93749999997,0.5045666666666667,0.04758831375,0.19141979166666664,-9.952541666666667,0.048459375,105.03479166666666,0.3788125,31.21875,0,1,4
alternative country,0.4086590322255101,0.521334524331312,238118.20939712558,0.5092567055830343,0.061718476745895944,0.16744078332032136,-9.46325481660686,0.056175533891842995,120.20536238858575,0.42669886137709845,24.40525789951549,7,1,4
alternative dance,0.13899867373135705,0.6221532710842281,248838.02890971527,0.7151215093931159,0.2726248242551991,0.19421825759856493,-7.471647779823171,0.07301508953548065,123.14839833245469,0.47186134424490594,29.987696690729255,6,1,4
alternative emo,0.15420581205033945,0.5122520781586357,197565.57086970404,0.736735587727391,0.13392866268586337,0.19269390686726753,-6.695859326875311,0.07261120526104131,124.53962785170201,0.4486306834149458,30.06187400941499,8,1,4
alternative hip hop,0.1927054251191256,0.6447285006159862,206864.2735830389,0.6882875497304911,0.09774459938793774,0.21525295566865735,-7.396377473184746,0.22096119720477372,116.19147091130323,0.4890103209236,28.749085142892998,1,1,4
alternative metal,0.10894123609328532,0.5013657829295468,235984.50517549942,0.7858481458464877,0.1058111105641298,0.21758778775075413,-6.059418480864201,0.09135472149227718,128.4652564576902,0.37949193364515066,36.83792734201732,7,1,4
alternative pop,0.21365479041777274,0.49543302649731213,198504.13751010897,0.6363621307264165,0.09610965532781506,0.15348526854098285,-8.182491446648589,0.07788160886732313,130.3704082013225,0.49636487797916373,22.484689120403406,11,1,4
alternative pop rock,0.48183336363636364,0.5984686868686869,201623.06363636363,0.49341717171717175,0.292702401010101,0.2042747474747475,-9.44843686868687,0.056168636363636365,131.2512181818182,0.45142070707070703,33.03686868686868,7,1,4
alternative r&b,0.3538538627986361,0.6497766617845182,206913.92250765965,0.5201727819472804,0.06381507271613408,0.17246840448862338,-8.552426283627922,0.1298472180258297,114.71573897450506,0.4391191918951016,38.737728871218124,7,1,4
alternative rock,0.22637331889882142,0.5309545009224064,242952.48333132165,0.6656082898074239,0.17504809582496778,0.1765416975904496,-7.821394183485572,0.07296850577849513,123.05497309944982,0.4512211495723005,29.960082014605135,7,1,4
alternative roots rock,0.3533636333333333,0.4955,230642.4333333333,0.6390933333333333,0.008219509666666668,0.15577666666666667,-7.202633333333333,0.06472,112.39763333333335,0.3252,14.76666666666667,9,1,4
amapiano,0.0272,0.818,106826.0,0.716,0.000198,0.521,-7.685,0.212,125.99,0.685,23.0,1,1,4
ambeat,0.37413947894736843,0.6519941520467836,238958.88011695904,0.5659511666666667,0.4806408365497076,0.15379371345029239,-9.945916666666667,0.08151345029239766,117.25629678362573,0.5444073099415203,32.06578947368421,4,0,4
ambient,0.5748104944921696,0.3517067630738827,356411.96377976367,0.3703012345316519,0.7515898322623823,0.13552990389513866,-17.84253721543674,0.05163230612431046,106.31192804425287,0.18044679738860175,21.300549308179743,5,1,4
ambient black metal,2.9222000000000013e-05,0.2772100000000001,334861.0,0.8724999999999999,0.38578868,0.4696000000000001,-5.3006,0.08417999999999999,129.9063,0.057400000000000014,0.0,7,0,4
ambient folk,0.7349062314814816,0.523514403292181,223659.20781893,0.34211831275720167,0.10392641152263374,0.15802448559670787,-11.2358683127572,0.03902962962962963,113.16486831275718,0.27807901234567906,32.067901234567906,1,1,4
ambient fusion,0.23,0.556,284761.0,0.429,0.72,0.409,-10.277999999999999,0.0284,85.98200000000001,0.0551,20.0,7,0,4
ambient house,0.12813259999999999,0.562725,285265.6,0.6007250000000001,0.7226000000000001,0.188985,-10.510625,0.07842500000000001,108.98404999999998,0.327895,19.75,0,1,4
ambient idm,0.5603591062479872,0.40696827697262483,227055.9221014493,0.4771022544283414,0.6268479219001611,0.19391469404186798,-14.868442632850245,0.07119547101449276,119.08942371175523,0.12320010064412236,13.794685990338165,7,1,4
ambient pop,0.5282733333333334,0.4176333333333333,245237.13333333336,0.4453666666666667,0.34307896000000004,0.17346666666666666,-12.800133333333331,0.09825666666666669,123.24856666666669,0.23001333333333332,23.0,4,1,4
ambient psychill,0.17101382857142858,0.5448571428571428,386216.14285714284,0.6374285714285713,0.809142857142857,0.1413142857142857,-10.040428571428569,0.0429,115.73985714285716,0.13761428571428572,19.571428571428573,4,1,4
ambient techno,0.36082613211805553,0.45247534722222216,299065.9326388889,0.5299635416666667,0.6644219312499999,0.24986840277777778,-13.867595486111114,0.09663494791666667,125.5220876736111,0.24826345486111112,20.311631944444446,1,1,4
ambient worship,0.7073770524012659,0.38235180358699145,231621.58980895372,0.3136312365258474,0.4354828881808173,0.15541802497591858,-15.506342848951883,0.04158673570019725,106.919455964176,0.21559938225310765,30.074250034402095,2,1,4
american 21st century classical,0.865801282051282,0.2500897435897436,668987.0256410257,0.19411166666666668,0.6852484062820512,0.16118974358974364,-21.593384615384615,0.043267948717948715,93.23189743589744,0.14095769230769228,7.410256410256411,7,1,4
american choir,0.49373,0.274,248083.5,0.47415,0.4629885,0.28900000000000003,-16.5705,0.0523,114.17299999999997,0.16024999999999998,25.5,5,1,3
american contemporary classical,0.9319432478632479,0.35633323076923074,344206.0914529915,0.17221574188034186,0.799900497948718,0.17207184615384621,-23.583207179487182,0.05137668376068376,106.78608307692308,0.22832705982905982,9.458119658119658,0,0,4
american folk revival,0.6736833023529412,0.4889016176470588,214881.67250000002,0.3749705147058824,0.018538845889705887,0.29564667647058823,-12.509684117647058,0.09229207352941178,113.59085264705882,0.4736376470588235,14.837794117647059,7,1,4
american metalcore,0.027769917625661375,0.43516666666666665,231489.69874338625,0.9114225529100531,0.07326544430687831,0.27214469576719574,-4.690779100529101,0.11203144841269842,130.65518994708995,0.32097107142857145,18.986507936507937,6,1,4
american modern classical,0.8284836734693876,0.39771581632653064,330608.44897959183,0.1822352551020408,0.5838913337755102,0.16763979591836736,-21.31786224489796,0.07575765306122449,111.23326530612245,0.3231775510204082,8.775510204081632,7,1,4
american post-rock,0.3342786363636363,0.42294981818181826,300908.3654545455,0.5862536363636364,0.640923909090909,0.13827872727272728,-12.52460727272727,0.041972909090909095,124.51254363636362,0.26138072727272726,21.887272727272727,4,1,4
american primitive,0.5825,0.2975,255120.0,0.314,0.8565,0.13435000000000002,-13.7955,0.04575,134.95049999999998,0.08449999999999999,10.0,2,1,5
american romanticism,0.48628848571428573,0.5888730158730159,171832.97619047618,0.6448095238095238,0.30170746119047614,0.2718888888888889,-8.039761904761905,0.05060714285714286,129.43492857142857,0.6528650793650793,27.365079365079367,7,1,4
american shoegaze,0.06164141178030303,0.49221856060606056,205891.9265151515,0.7901295454545455,0.4224268678030303,0.20594128787878788,-6.709029166666668,0.0514073106060606,140.83900833333328,0.44270090909090914,19.701893939393937,9,1,4
amharic pop,0.23199999999999998,0.914,143549.0,0.7170000000000001,0.373,0.0669,-6.266,0.0934,102.0,0.445,24.0,6,1,4
ancient mediterranean,0.0047799999999999995,0.606,214290.0,0.76,0.0401,0.36200000000000004,-5.761,0.0335,140.033,0.11699999999999999,12.0,7,1,4
andean,0.6799999999999999,0.422,193340.25,0.3076,0.467275,0.16855,-13.4175,0.06855,92.14750000000001,0.31700000000000006,30.25,2,1,4
anglican liturgy,0.9881231884057972,0.2514202898550724,256173.47101449277,0.08372318840579708,0.20691270695652175,0.10673550724637682,-24.691934782608698,0.04533623188405797,97.29097101449275,0.11581739130434783,5.557971014492754,3,1,4
anime,0.16296390100659258,0.49806174403399817,248358.4572409284,0.8030348561621444,0.04033793074632233,0.22194134657295414,-5.090777631578946,0.09594762422360248,130.84915353601394,0.4571453089244852,33.712901819766806,6,1,4
anime latino,0.044054041682826985,0.4939904923507865,217628.44120340445,0.8332792770954535,0.15313209289646626,0.23329397489765133,-5.357487179487181,0.11127446940314589,138.37144696724846,0.4666893288084464,28.88970588235294,0,0,4
anime rock,0.10014161585306187,0.5332077217487373,237282.58394491795,0.849142507102273,0.037635446976246836,0.20043894057765152,-4.055016015625,0.08485450165719698,133.7760426254735,0.5855515230429295,35.11484375,7,1,4
anime score,0.26017939556061653,0.493971677478721,200340.55463998156,0.6133765594202898,0.31360048300391075,0.13989027904301818,-9.387163809523809,0.11321367448815274,123.23906705314009,0.39556940165631477,34.448980906372206,5,1,4
ann arbor indie,0.30330151515151516,0.6846951048951049,215019.35058275057,0.5722673659673659,0.08458512159440562,0.15694100233100233,-7.38872027972028,0.04737470862470862,111.45470582750582,0.4654853146853147,26.46410256410256,11,1,4
anthem emo,0.15584946409960454,0.5027967747530246,196650.26678578363,0.7554825239690863,0.08455505758629357,0.2167316404845155,-5.896340747793874,0.07606795400086028,126.17732466530003,0.42963839617327115,27.332423895548892,0,1,4
anthem worship,0.260390673292095,0.4914723783696779,276779.15740005637,0.5804525762239553,0.041160197322918646,0.17991566480854881,-8.059941434216679,0.06428082963203666,122.71093948623395,0.318013506616768,30.501814813699625,11,1,4
anti-folk,0.3687359295141329,0.5468028017905727,262670.3965241758,0.5189917077452991,0.06446729183335569,0.16430635703563726,-9.036856263207039,0.06654170488610117,119.17980081241433,0.41725376781972756,27.256894799387062,7,1,4
antideutsche,0.0718,0.628,234999.0,0.698,0.0,0.28300000000000003,-7.454,0.306,135.085,0.275,42.0,9,0,4
antilliaanse rap,0.0411,0.8170000000000001,209293.0,0.597,0.0,0.0943,-8.402999999999999,0.3720000000000001,154.976,0.486,42.0,11,0,4
antiviral pop,0.17999719886866422,0.6338110104506811,202119.9497753874,0.6876217891866386,0.0821369485644939,0.19107923455525558,-7.645385271819527,0.12643371848851448,129.32621009224465,0.5283153437126866,28.949648345543125,7,1,4
apostolic worship,0.15424030735294117,0.5152078781512606,280819.4806197479,0.6100771533613445,0.0067019769558823526,0.31487252626050427,-7.543384821428572,0.07606422268907564,125.9823513655462,0.29293868697478986,21.792226890756304,2,1,4
appalachian folk,0.5958823529411765,0.5548676470588235,178883.25,0.43863970588235296,0.007941399705882353,0.2893764705882353,-11.177492647058823,0.09114852941176471,111.31989705882353,0.6635220588235294,21.669117647058822,7,1,4
arab alternative,0.1458652777777778,0.6805277777777778,264114.1111111111,0.669888888888889,0.08498344527777779,0.20652222222222225,-6.5391111111111115,0.06653333333333333,133.785,0.6203472222222223,26.805555555555554,1,1,4
arab electronic,0.08442162222222221,0.5718888888888888,270279.77777777775,0.6377777777777778,0.3969660222222222,0.1317,-8.457111111111113,0.050199999999999995,103.02722222222224,0.3381444444444444,33.44444444444444,3,1,4
arab folk,0.49317500000000003,0.527375,247349.625,0.6527499999999999,9.279624999999999e-05,0.2759125,-6.216125,0.0929625,126.24100000000001,0.588625,12.0,6,1,4
arab pop,0.26415845,0.5924452380952381,236006.06833333336,0.7180926190476189,0.06997256942857143,0.1807922619047619,-7.537545,0.07715061904761905,120.81718309523811,0.5909373809523809,28.40880952380952,7,0,4
arab trap,0.15575724999999999,0.6474642857142856,200256.69047619047,0.7010476190476191,0.31300327619047624,0.13579285714285713,-6.994071428571429,0.0960952380952381,129.3994880952381,0.2822773809523809,23.047619047619044,7,1,4
arabesk,0.2635,0.6231,235256.7,0.6542999999999999,1.5320000000000002e-05,0.13426,-6.5116,0.04465,128.722,0.4138,30.2,5,0,4
arabic hip hop,0.3145796296296296,0.7157777777777778,226489.18518518517,0.6164074074074075,2.7998518518518522e-05,0.1406259259259259,-8.279629629629632,0.23854444444444445,127.57622222222224,0.4708333333333333,21.35185185185185,11,0,4
argentine alternative rock,0.367555,0.5311666666666666,234120.33333333334,0.4453333333333333,0.148852,0.19863333333333333,-8.068666666666667,0.04416666666666667,134.0825,0.4335,16.833333333333332,3,1,4
argentine hip hop,0.25587098484848486,0.76412015993266,207080.44989478114,0.622074010942761,0.0034827988623737376,0.15094229797979797,-7.10619720117845,0.160762279040404,123.49719595959596,0.4454395833333334,31.192234848484855,7,1,4
argentine indie,0.33609256153846157,0.5901153846153847,235473.84615384616,0.5292307692307693,0.10362213615384615,0.16505384615384616,-8.09,0.040115384615384615,119.85311538461536,0.40942307692307683,24.115384615384617,0,1,4
argentine indie rock,0.312665,0.5745,318840.0,0.397,0.407156,0.1109,-11.092,0.0286,100.0395,0.3735,13.5,2,1,4
argentine reggae,0.07956666666666667,0.7306666666666667,250434.0,0.5343333333333333,2.5066666666666667e-06,0.10196666666666666,-11.491999999999999,0.05263333333333333,122.82233333333333,0.7629999999999999,50.0,7,1,4
argentine rock,0.20179455439814817,0.6360520833333333,238988.46990740742,0.6184699074074075,0.14295681450231482,0.2369678240740741,-9.048153935185185,0.07360787037037038,126.5302673611111,0.5804386574074075,33.760416666666664,9,1,4
argentine telepop,0.23430166666666666,0.6830625,207750.16666666666,0.6555416666666667,0.00068997625,0.162625,-6.099645833333334,0.04905208333333333,108.08285416666668,0.5657708333333334,37.916666666666664,6,1,4
arkansas country,0.32271101010101005,0.5819485088985089,198254.8068542568,0.5945334752284753,0.008965523343915342,0.15477494468494474,-7.945375962000963,0.07525460437710436,130.46765778018278,0.44275838624338626,27.611279461279466,11,1,4
arkansas indie,0.39212428451178455,0.5189377104377105,218211.5563973064,0.4440289562289563,0.038753618013468015,0.12308670033670033,-9.826872895622893,0.04361388888888889,123.42380303030302,0.34650050505050506,20.604377104377104,9,1,4
armenian folk,0.26804666666666666,0.6379333333333334,232206.5333333333,0.8193999999999999,0.0019557793333333335,0.21103333333333332,-5.664399999999999,0.07692,107.31060000000002,0.7558,25.266666666666666,9,0,4
armenian pop,0.3039666666666666,0.6668958333333334,216362.0833333333,0.7497499999999998,0.0012348664583333334,0.1759708333333333,-5.972812500000001,0.09691250000000001,99.9270625,0.7518125000000001,27.041666666666664,9,0,4
art pop,0.347073613435711,0.5659996134712043,234962.67826007106,0.5466530925904711,0.188783770708856,0.16563423070366295,-8.995569618526394,0.07282532219578723,119.70110919827235,0.3826865206188088,35.70119479235485,11,1,4
art punk,0.24649483888888893,0.4770588888888888,224702.88388888893,0.6517157777777778,0.2012694020944444,0.1265298888888889,-8.70816611111111,0.10763583333333335,107.09289944444444,0.5915042222222222,28.29555555555556,0,1,4
art rock,0.30059633924563395,0.5302082532069258,246923.63528068166,0.589330344744684,0.15096755914803384,0.24028548714023962,-9.315145032350955,0.0808237978229081,117.7846332111176,0.42723194068536324,22.613091280807275,7,1,4
asbury park indie,0.14723105555555557,0.5210185185185184,266745.42592592596,0.8292222222222221,0.059306899999999996,0.20796666666666672,-4.489,0.09212592592592594,127.13262962962966,0.2515555555555556,31.518518518518523,3,1,4
asheville indie,0.14066666666666666,0.5903333333333333,218764.66666666663,0.647,0.007246666666666666,0.16390000000000002,-7.242333333333334,0.0443,153.58133333333333,0.4516666666666666,34.333333333333336,4,1,3
asmr,0.5347704964613063,0.37331514676876665,255886.1994914337,0.29953135533124486,0.4540320192776618,0.2740769182426422,-25.60204825579148,0.1370944425107321,103.71608049077618,0.12832245523455935,34.63275902076808,1,1,4
athens indie,0.103977155,0.5802125,275958.74583333335,0.6079416666666667,0.29341819520833334,0.12080624999999999,-9.011179166666667,0.03754208333333333,120.929925,0.5020416666666666,22.833333333333332,5,1,4
atl hip hop,0.19047642743081855,0.7063079221885641,202339.7334814166,0.6010256182169008,0.04948378484412705,0.18785690948001574,-7.796942308722418,0.20349871141366807,124.85326023396155,0.4487744931643498,32.63432089235205,1,1,4
atl trap,0.17383651549899878,0.7734098235746456,195167.7447867776,0.5737388357404348,0.014555086830727707,0.15036483378721144,-7.634594834183658,0.23716040608507785,130.22423968227574,0.4208191553182739,27.50438332112414,1,1,4
atlanta indie,0.0947127380952381,0.5534785214785216,203921.79870129869,0.7217314352314351,0.14085205116550117,0.19551292041292043,-6.950723276723276,0.06400361305361305,130.07057092907093,0.4626472860472861,21.47785547785548,4,1,4
atmosphere,0.8048179865831692,0.23992911917159204,206533.98773923446,0.20537786940613564,0.8017961253400883,0.13628119546861808,-21.5558451426025,0.04779527160146355,94.58402145487383,0.1026219075429215,45.943129045876724,7,1,4
atmospheric black metal,0.1576001037463152,0.32872244897959185,393239.1441326531,0.7774646541950113,0.5573770335884353,0.18827405612244896,-7.648246286848072,0.08407722789115646,138.81362250566892,0.1865141184807256,21.123129251700675,7,1,4
atmospheric doom,0.00011100000000000001,0.2,565360.0,0.741,0.623,0.11900000000000001,-8.408,0.0508,142.434,0.317,22.0,5,1,4
atmospheric post-metal,0.41100000000000003,0.446,211059.0,0.434,0.0,0.106,-11.192,0.0315,166.048,0.177,0.0,7,1,4
