artist,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,popularity,duration_min,collab,key,mode,explicit,available_markets,tempo,loudness,track_count,genres
The Stooges,0.4319,0.8048,0.04696999999999999,0.08024970000000001,0.34975399999999995,0.2012,0.5231999999999999,0.451,4.1,0.5,2,1,0,1.0,7,5,20,"['alternative rock', 'blues rock', 'classic rock', 'dance rock', 'garage rock', 'new wave', 'permanent wave', 'post-punk', 'protopunk', 'psychedelic rock', 'punk', 'punk blues', 'rock']"
Little Richard,0.5824,0.7347,0.08491000000000001,0.5767300000000001,0.0003456420000000001,0.12824000000000002,0.9407,0.45,2.2,0.5,5,1,0,1.0,9,5,20,"['brill building pop', 'rock-and-roll', 'rockabilly', 'soul']"
"""Howlin Wolf""",0.5609999999999999,0.4653500000000001,0.062034999999999986,0.611965,0.003020523,0.17493999999999998,0.7081,0.445,3.2,0.55,9,1,0,1.0,6,5,20,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'rock-and-roll', 'traditional blues']"
Martha Reeves & The Vandellas,0.5710000000000001,0.6443,0.05243,0.34298,0.0012084939999999998,0.25405,0.7297000000000001,0.4430000000000001,2.8,0.5,2,1,0,1.0,6,5,20,"['adult standards', 'brill building pop', 'classic girl group', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
Jerry Lee Lewis,0.4803000000000001,0.7729999999999999,0.0716,0.57843,0.002077985,0.33070000000000005,0.8210999999999998,0.4430000000000001,2.7,0.5,0,1,0,1.0,5,5,20,"['piano rock', 'rock-and-roll', 'rockabilly']"
The Yardbirds,0.4232,0.644,0.0526,0.190282,0.23089401699999995,0.11461,0.55,0.443,2.6,0.5,0,1,0,1.0,7,5,20,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']"
Bo Diddley,0.6614210526315789,0.6172631578947371,0.0551842105263158,0.37688421052631577,0.005023157894736842,0.1927684210526316,0.7155263157894737,0.4368421052631579,2.8947368421052637,0.5263157894736842,9,1,0,1.0,6,5,19,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']"
Sex Pistols,0.2624,0.9320000000000002,0.11505,0.040850277000000004,0.00047083,0.24889,0.3692,0.429,3.4,0.5,5,1,0,0.0,7,5,20,"['punk', 'rock']"
Jackie Wilson,0.5363,0.579,0.05996,0.4875200000000001,5.214e-05,0.2513,0.7461,0.427,3.0,0.5,5,1,0,1.0,7,5,20,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
Gram Parsons,0.531,0.4344736842105264,0.026963157894736845,0.4424105263157895,0.00019265263157894742,0.13577894736842105,0.4937894736842105,0.4173684210526316,4.2105263157894735,0.5263157894736842,10,1,0,1.0,6,5,19,"['alternative country', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']"
The Shirelles,0.5554,0.5405,0.04519,0.5569000000000002,0.00016100499999999998,0.27147000000000004,0.6738000000000001,0.416,2.5,0.5,7,1,0,1.0,7,5,20,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
The Miracles,0.529,0.6174444444444445,0.03898333333333333,0.5714111111111112,0.002932304444444444,0.19488333333333333,0.645,0.4105555555555556,3.555555555555556,0.5555555555555556,7,1,0,1.0,7,5,18,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
Carl Perkins,0.5930000000000001,0.7358947368421053,0.19964736842105266,0.494842105263158,0.0030464000000000003,0.4063052631578947,0.8513157894736842,0.37631578947368416,2.526315789473684,0.5263157894736842,10,1,0,1.0,5,5,19,"['rock-and-roll', 'rockabilly']"
Louis Jordan,0.6684,0.5368,0.06346,0.7335,4.302e-05,0.23503,0.7466000000000002,0.3170000000000001,3.1,0.5,9,0,0,1.0,4,5,20,"['jazz blues', 'rhythm and blues', 'swing']"
Phil Spector,0.5372631578947368,0.5668947368421053,0.0505157894736842,0.577757894736842,0.5847325884210527,0.2136315789473684,0.6950000000000001,0.055789473684210535,2.0,0.5263157894736842,5,1,0,0.0,6,5,19,['brill building pop']
